"D55_130_T1_20180201"	"D55_130_T1_20181106"	"D55_PMN_130_T0_20180201"	"D55_PMN_130_T0_20181106"	"D55_PMN_130_T1_20180201"	"D55_PMN_130_T1_20181106"	"D60_130_T1_20180208"	"D60_130_T1_20181113"	"D60_PMN_130_T0_20180208"	"D60_PMN_130_T0_20181113"	"D60_PMN_130_T1_20180208"	"D60_PMN_130_T1_20181113"	"D6_130_T1_20180131"	"D6_130_T1_20181108"	"D6_PMN_130_T0_20180131"	"D6_PMN_130_T0_20181108"	"D6_PMN_130_T1_20180131"	"D6_PMN_130_T1_20181108"	"D55_H041_T1_20180201"	"D55_H041_T1_20190110"	"D55_PMN_H041_T0_20180201"	"D55_PMN_H041_T0_20190110"	"D55_PMN_H041_T1_20180201"	"D55_PMN_H041_T1_20190110"	"D60_H041_T1_20180208"	"D60_PMN_H041_T0_20180208"	"D60_PMN_H041_T0_20181212"	"D60_PMN_H041_T1_20180208"	"D60_PMN_H041_T1_20181212"	"D6_H041_T1_20180131"	"D6_PMN_H041_T0_20180131"	"D6_PMN_H041_T0_20190122"	"D6_PMN_H041_T1_20180131"	"D6_PMN_H041_T1_20190122"
"NGO_0392"	9.49666577474192	9.7830653510927	10.4686919731108	9.44508010695181	10.0922190157101	9.68500926602647	9.96133612082129	9.7389719294191	10.3131379619793	10.1736972733782	10.3511947854905	9.05154094403234	9.67043087343396	9.23765173520825	9.96176864651009	10.3222935694346	9.80400997193983	9.7478152552268	8.785697283643	9.12945583295422	9.70794357103817	9.61141452642832	9.64120388391354	9.38684012206297	9.05025797763877	9.69519846657565	9.2981390509979	10.0916483987231	9.54532589567179	9.11326875183844	9.05406785414094	9.68951617115131	9.37485441243209	8.93494137583476
"NGO_0393"	10.5995650380838	11.1708937743553	10.9975551763696	9.95001325460387	10.6932944485689	10.7944479411739	10.8931151909126	11.1058781952214	10.8915394171085	10.9472158275656	10.9120115453106	9.99269927146963	10.7730824669714	11.0512267922996	10.3471541363297	11.1141495096187	10.4692025479083	10.8257792897346	10.0810939147277	10.6823458783943	10.4161276061296	10.297682943642	10.4224433223095	10.1590209017559	10.4496933915415	10.3294749133178	10.6072065577633	10.5858145408048	10.464435040281	10.2442763973327	9.98112895080028	10.3095159283698	10.3585671607396	10.2347015075061
"NGO_0394"	10.7182757887888	10.9200993750733	11.7582153096907	11.780458292618	11.3624067583208	11.460792713154	11.0127918304393	10.9112896468078	11.1720215880006	11.4718028469729	11.2854873299688	11.649937917526	10.9068757478344	10.8919575739849	11.7354129537396	11.3646012009436	11.2365400865009	11.0977360920109	10.6505611404996	10.740969602378	11.6135249604996	11.1378728567115	11.474370914727	10.917530571058	10.7093299607656	11.0827682078739	11.4980164017428	11.4199423594026	11.0666718960866	10.7158558645131	11.2494222115663	10.5701380968623	11.2129667156093	10.7800246951133
"NGO_0395"	10.5433842227905	10.4177474711251	11.7911502183141	11.5270599471578	11.0779189556049	11.1109899000442	10.7646694186408	10.5940312932576	11.5758574127629	11.4706762149082	11.4696854903719	11.4533295594216	9.97019074458968	10.8393767940936	11.5063125538714	11.3446147172392	11.1788089802087	10.6875552516986	10.1602331918238	10.0323074785552	11.9927786435263	11.5585886943342	11.2830963068779	10.9290274020263	10.3414425622536	11.5576966813713	11.4789020806148	11.6737047083162	11.1393993320156	9.73289280363844	11.3865140382518	11.0600955600767	11.2168451442503	11.3452858908202
"NGO_0397"	12.9550440936302	13.2861656146422	13.2873751520581	13.8994360882285	13.1454984212939	13.3405345841369	13.0953852915339	13.3056870183913	13.1456174701134	13.3154461246911	13.1144850279615	13.8280687811934	12.4781030930814	13.5685085185626	13.5372759625413	13.1879218519776	13.1184247544276	13.1817859160042	13.0958981954874	13.1510838222617	13.6113945685331	13.6256949321736	12.9809948524774	13.2841867344952	13.0463299451247	13.6127236447103	13.8198546183819	13.2827737933148	13.4224986532529	12.6064358961171	13.7708907095233	13.2465339472444	13.1720684751629	13.0592308299906
"NGO_0398"	13.043901085262	13.1434070250819	13.2210342888958	13.9389199677857	13.4140709620737	13.1813560373981	12.8343445220125	12.8635392519394	12.8184387711288	13.0395017936183	13.0137853095004	14.0667346765619	13.0429432459002	13.4122430778153	13.6899736438398	12.966982643067	13.028937222751	13.1848792431074	13.2109336245104	13.1590135522262	13.5727314756657	13.1258945902452	13.2680877564815	13.0861361111571	13.2930580390007	13.3027882025847	13.666144794885	13.1999991407953	13.3552583667305	13.3593193267316	13.6271184640685	13.1750923835396	13.5247179089378	12.9596855728406
"NGO_0399"	11.5699605557765	12.2043290004531	11.6416005136714	11.7723852881461	11.7473514111636	11.8807985317321	12.1466025873536	12.2827611772594	12.6290888998389	11.5973762583618	11.9540030994299	11.1537055235923	11.7363700816867	11.2045986189996	11.9738014682508	12.0211330560735	12.5318114749613	12.0001430440402	11.6698290500427	12.3842045431768	12.1796359360595	12.2519836581429	12.31182970974	11.9307542831848	11.6875106504361	12.3710753805096	11.7665716958304	12.2390255564382	11.8200498690362	11.7963823001869	12.1587755032359	12.0620278740077	11.986365054451	11.6033670680453
"NGO_0400"	12.0485745841037	11.4558438013164	10.6444079968022	11.2492361111825	11.0843791252953	11.640797472232	11.7847234142015	11.4287097862961	11.2468699976958	11.2262353013361	11.5031495504941	11.4719323958009	11.9055836306807	11.6975527894245	10.6430366439583	11.2312614673275	11.2994557079277	11.8721385265515	11.9976350672384	11.6454074113653	10.3545235149243	11.2777610800063	10.9091738470525	11.2025374756962	11.90148291967	11.2557286655251	11.051804777512	11.2406325907458	11.2074053102965	11.9294972793402	11.0433528214171	10.9465591980404	10.7228119812398	11.1457055759085
"NGO_0401"	10.6867744352593	10.7322925340919	11.1093269542816	11.3459775615849	11.042335439497	11.2218946700102	10.5008139944997	10.6434861638311	10.9263415894785	11.0883293300023	10.8950445090661	11.4325854677481	10.4972472902052	11.1234684567163	11.1637467955466	11.1042772640218	10.9033162263557	11.4797940395547	11.0109172272846	10.7821083275131	11.0356648677788	11.0307478816208	11.2830963068779	11.1366379933445	10.6872381078843	10.9235982032898	11.2541021049765	10.9763988269247	11.1738030933419	10.9269923740178	11.0095941631051	10.739506345264	11.1433494893325	10.985692402117
"NGO_0402"	10.7595233197127	10.6316913451295	11.0766954147812	11.6024656404899	11.1377091419102	11.0158401338006	10.6500013254201	10.436983219944	10.7562250227057	10.8612646829561	11.0899467526325	12.1163037491663	10.5862387446754	11.0580408783001	11.3230882143164	11.0983213177315	10.7459537183177	11.3507643277858	10.7620205524404	10.6241788625985	10.9679669061116	10.6754019372216	10.9465527017808	10.702589659452	10.8138791259425	10.7720502170902	11.1109445430896	10.995682670215	11.0908796204252	10.5559717993504	10.6493204408181	10.5064503226688	11.0594414692046	10.8395209334349
"NGO_0403"	10.878487024347	11.0869404765813	10.9724340392133	10.4926553925553	11.115351964784	11.0502771726422	10.6700023854079	10.8650242355579	10.7771153180184	10.8817547218228	10.9772187065089	10.3594491181543	11.2758559073838	10.8222363504902	10.6578215583416	11.2130038862987	10.9933518700376	11.3596891996163	11.0070548649764	11.248726579157	10.7924211565833	10.7214475559831	11.18983006914	11.0167674240506	10.9900385506398	10.7003477665229	10.9265673110754	10.8901504835915	11.2682268847846	11.2456833673175	10.6650690456687	10.9928729404493	11.2187804547266	11.0113646693223
"NGO_0404"	9.36166835185891	9.86833311552992	10.4550514804314	9.58946982457603	10.2334890953481	9.86098516643583	9.49367444572406	9.53423239403611	9.81540072016567	10.2200429709549	10.3075546719094	9.26323880268706	9.8495826264278	9.44889060436746	9.79336476310446	10.3143204654823	10.030701729758	9.53620454387624	9.61266042535278	9.96612838133583	10.1879064099876	9.98889237774612	10.2752635636845	10.3829151295118	9.72832180053648	9.94790416841099	9.94594100077481	10.4716480769731	10.3926641227553	9.79683918715262	9.83663700857013	9.96585208309909	10.5179839596147	10.3411388218221
"NGO_0405"	9.63336922594233	9.74112295781884	10.1147373483381	9.83887808605351	10.0285298915935	9.8557992725663	9.32431075838812	9.75726202544633	9.64391422120998	9.9281137235274	10.1447915307141	9.97714748083805	10.091903793241	9.7308392176978	9.81288266129193	9.98752524129555	10.086974925456	9.59791392682367	9.68606201043751	9.61841787041882	9.70062247767187	9.87038458532502	9.80568768289299	10.1492207259291	9.6151448121152	9.81249308639164	9.90136211721923	10.1637739085604	10.2434359221617	10.038149684567	9.68793423231629	9.94935929129027	10.0107467071793	10.3625791597804
"NGO_0407"	11.5693027301396	11.4727484014	11.8859691534821	11.9532359578127	11.560087627642	11.6438072655365	11.2702721719694	11.3820545639432	11.3597176556524	11.6153293030269	11.4975406966092	11.9087292291125	11.7538463845887	11.5573669552994	11.9918028630327	11.6917352432362	11.6990983750774	11.4219748877577	10.9507947835714	10.8979477047282	11.3125371616725	11.1915994372513	11.1554177262236	11.1445489800918	11.0436544415948	11.1422895923918	11.2472718339349	11.1488754772939	11.2528133015412	10.9735115686074	11.5584934359301	11.0778979863005	11.2793779196795	11.3283650126014
"NGO_0408"	11.3332030555453	11.4976084560257	11.2399703210188	11.1346605405699	11.5521201354682	11.3854723141114	11.5147130029539	11.3254836819272	11.1987375246129	11.1058525924463	11.1555272245282	10.7929328642313	11.463637817298	11.2187014121198	11.6233994077076	11.0066052276927	11.3431137759849	11.7748989187474	11.3386663587075	11.4090755478098	11.2298364441962	10.8335108605893	11.4366593458615	11.0696617448828	11.3683852150911	10.8884300403804	11.1590469234363	11.3173527601043	11.1775755654899	11.4353938879831	11.2701621729977	11.4178437305263	11.312377515438	11.015599301538
"NGO_0409"	8.24463296041693	8.41238678248729	8.1915907298526	7.12616455846092	8.42948814348958	8.10777876813808	8.79088025549024	8.71332967047104	9.10511371206734	7.91018553373808	8.19447663668693	6.63585439270525	8.38633861237471	8.03920025599177	7.96456837785632	8.31511521454717	8.6325207440148	8.39348324147699	8.40358134172375	8.20688011048283	8.50254715816124	8.52310058160574	8.78136074210046	8.51319530468053	8.35731619323146	8.7157888352449	7.92929032986477	8.58332528524311	8.19581602442079	8.31432676160225	8.64746599551864	8.57651900667116	8.58967603387396	8.28872346197414
"NGO_0410"	15.1615261011674	15.3322691891164	13.1964183005291	13.3252623427387	14.3560394648485	15.3412333455549	14.3658343677914	15.4686214248498	15.3187958349018	14.3512819122447	14.6944707034152	13.7037397178521	14.8717023335333	14.188743287064	12.6493553341677	15.2322469925557	15.6463916194277	15.4847344742074	15.4662991163276	14.9960954645003	14.0972858083159	15.5077507506373	14.2562261597314	15.0135062485555	14.375218812212	15.4964774637888	14.289607895353	14.3341652798311	14.1605480188385	14.4517398890309	13.8874981067725	15.3725704440137	14.3875671040466	13.9063725801836
"NGO_0411"	10.3785196604918	10.5434947426768	9.82262612609528	9.76262241636928	10.3063745856022	10.070956435036	10.5016410138993	10.5040357735987	9.9282071348901	10.1343784620871	9.99208234543613	10.1255918995344	10.3035099237156	10.2582234240777	9.99941650398492	9.77649277046378	10.1152417127864	10.4185388423586	10.6035841121543	11.2410838261882	10.4105328374275	10.584763920808	10.5471569128745	10.8196307992557	10.8050346383765	10.1765646110823	10.4518681748978	10.4385558726372	10.7536075306499	10.7143858059752	10.2229930788129	10.2892773958419	10.4304899670238	10.0454800122765
"NGO_0412"	11.271855163043	10.8487069232132	11.0041808985985	10.6431218019127	10.6416590267717	11.0266422566659	11.2507324452572	11.1858175974657	11.1138830003728	11.4167066584275	10.8396908152329	10.4410461914063	11.1186559345146	10.45536977567	10.578193444249	11.351864045527	11.2493446746213	10.8897470133035	11.4556901137087	11.3007535368701	11.3238887636575	11.8270255511954	11.0656137172307	11.7884442616619	11.2040396953002	11.4896647851489	11.6161777109896	11.2466812138993	11.4160594611364	11.0663157220542	11.7552088334299	11.3271922964875	11.1269538641393	11.323591377424
"NGO_0413"	11.1276064811604	11.1396450839153	11.5205109036737	11.442753831253	11.267464521158	11.3758500145887	11.0133717428731	11.1226697001065	11.0494299358372	11.3367217383945	11.0219523335286	11.0248178295113	11.0545970176039	11.0710550901328	11.5560833166514	11.4287635840549	10.8727462002815	11.1197267639469	11.2672699592187	11.0965240993471	11.678261489213	11.1434055003172	11.4532796022008	11.0026911357347	10.9763172474914	11.3194126176715	11.5533314250007	11.4001807650775	11.2705836535925	11.285080197807	11.5150452008541	11.5087689921096	11.3709830865818	11.5558948174922
"NGO_0414"	11.1746449028635	11.0107163772968	12.205124974279	12.8541680745504	11.5333563710469	12.0034184565923	11.1713735074517	10.9481836140103	11.528164644504	12.4436064382346	11.5692940441757	12.212913052828	11.2257998872313	11.3040712693634	12.2639040059165	12.1846373320815	11.3092723379355	11.371956251714	11.2894864083138	10.875413533178	12.1057646264442	11.8261658555086	11.7737237244341	11.6333564594995	11.0271125847004	11.7385788750214	12.3609909229202	11.6465143192172	11.9337071976638	11.1605411916527	11.8477966935978	11.3923258418228	11.6400985429374	11.6906929771194
"NGO_0415"	12.2825690008559	12.1119533866527	13.2005101846739	13.7649971959985	12.7203556089694	13.0636222613212	12.4127728476211	12.0513605773034	12.7197515306623	13.3157598433761	12.6837157759298	12.9373938726675	12.139400604736	11.9916756940403	13.249377105498	13.066760463406	12.7594940987164	12.6062956404065	12.2031111265938	11.9484768383355	13.0390902787505	12.9725418953824	12.6978771133863	12.6305045458357	12.0957313440937	13.0681082267037	13.275042289943	12.8590715627855	12.8644359916549	11.8345980829723	13.1435409192986	12.2490936369387	12.6255587473791	12.6609360266348
"NGO_0416"	11.5388818098185	11.340414924544	11.2981894194077	11.7675197098432	11.4685165464256	11.5781954835269	11.1440961610353	11.1122446502956	10.8552429867141	11.4055482232876	11.0507899558172	11.8047065048188	11.4178381562037	11.0015176501014	11.4937341573068	11.333953573235	11.4783273776044	11.4841954256282	11.4316886387544	10.9569944517023	11.2487678320562	11.1875884293086	11.517909343926	11.1475044490594	11.0460021520573	11.0963161038412	11.3812088686508	11.116211108248	11.2444449466147	10.9909180897228	11.6701391328972	10.6618117371366	11.2550664157539	10.9683201145459
