ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant
NGO_0372	26156.0100655623	1.32931550933811	0.266297496680587	4.99184380592419	5.98056112534426e-07	8.05098547175164e-06	TRUE
NGO_0373	5092.34787816913	1.56128165704815	0.320243765613511	4.87529133957409	1.08647986071233e-06	1.38613801584427e-05	TRUE
NGO_0374	10194.9986450008	1.69410277986621	0.293436449678323	5.77332087313405	7.77242274066264e-09	1.68437983229155e-07	TRUE
NGO_0375	4040.19341754432	-0.96733619125209	0.282897244067751	-3.41939064991535	0.000627615523410929	0.00300875078192755	FALSE
NGO_0376	4678.69068340637	-0.73436515178755	0.288009503327165	-2.5497948619888	0.0107786320629089	0.0319322021039737	FALSE
NGO_0377	1430.13863228553	-1.29228352527717	0.145110160292172	-8.90553440693069	5.31294721819174e-19	9.3389805546437e-17	TRUE
NGO_0378	167.012857970803	0.399856102837068	0.220114244224906	1.81658440254556	0.0692807735001064	0.144213399575221	FALSE
NGO_0379	675.243803260335	-0.439112277305704	0.131994647173664	-3.32674306654246	0.000878673499786749	0.00401751871867814	FALSE
NGO_0380	96.6821012538906	0.43455572368254	0.302817821710258	1.43504012157624	0.151275664852715	0.26538264670319	FALSE
NGO_0381	504.816576073346	-0.0791213235596524	0.16628532199739	-0.475816642198248	0.634205012452521	0.750982282709498	FALSE
NGO_0382	10748.6300734673	0.0586297397546902	0.131770113328125	0.44493958663217	0.656363413585526	0.770722662067603	FALSE
NGO_0383	1406.95658861067	0.392531262055705	0.155762703214344	2.52005938491928	0.01173350367362	0.0344385951978976	FALSE
NGO_0384	2034.33264012991	0.151357514477168	0.122344280261189	1.23714418159999	0.216033559781854	0.345217264217064	FALSE
NGO_0385	5123.86150556634	-0.230081110208072	0.191872866096884	-1.19913312855761	0.230476184262186	0.361361073838235	FALSE
NGO_0386	1918.28551948956	-0.639409633257834	0.118661719542694	-5.38850806917372	7.10449736978841e-08	1.26284436393318e-06	FALSE
NGO_0387	2854.4981493759	0.259486701163933	0.154458889256189	1.67997259603196	0.0929626476905757	0.182465147204083	FALSE
NGO_0388	2500.57237274317	-0.283759645137542	0.164086861816595	-1.7293258094893	0.083750799905456	0.167290107891959	FALSE
NGO_0389	1288.48465420826	-0.04609526589776	0.139831490930319	-0.329648676353815	0.741665438124575	0.830371353937068	FALSE
NGO_0390	652.251934150462	-0.127603676407334	0.194860779707727	-0.654845354712872	0.512567326040683	0.64818665851028	FALSE
NGO_0391	956.127990447863	-0.141071369351015	0.185394819104209	-0.760924010890075	0.446702456126842	0.59136676618633	FALSE
NGO_0392	778.069590205781	0.197515848507566	0.198762698875763	0.993726939837057	0.320355823484199	0.466205531141076	FALSE
NGO_0393	1506.09942329511	-0.303555574775203	0.175495993582517	-1.72970088136214	0.0836837311615701	0.167290107891959	FALSE
NGO_0394	2309.06646932997	0.466875987127855	0.144049775897144	3.24107402611454	0.00119080256687924	0.00518966848706048	FALSE
NGO_0395	2240.45769177808	0.647090493155503	0.150097810671946	4.31112546051577	1.62425710309844e-05	0.000137410413748755	FALSE
NGO_0397	10142.7579433711	0.154396464951893	0.159620452930657	0.967272439823027	0.333407857390639	0.480812425152226	FALSE
NGO_0398	9963.78842423801	0.300889586629569	0.18546119551907	1.6223856736577	0.104720794728598	0.201788425408821	FALSE
NGO_0399	4008.62032445747	0.0393296353798595	0.211454381091866	0.185995840695175	0.852448023062641	0.916149981307811	FALSE
NGO_0400	2631.4194778276	-0.245096129251837	0.162458230617848	-1.50867166483168	0.131382710072068	0.237557461755071	FALSE
NGO_0401	2024.33929986509	0.482782237350358	0.123752353823332	3.90119640099595	9.57184521848875e-05	0.000631376087112604	FALSE
NGO_0402	1948.16730314656	0.615965942298238	0.178518705220867	3.45042801837573	0.00055969840262348	0.00273284837330353	FALSE
NGO_0403	1953.671966356	0.0568936037708175	0.13306666448193	0.42755714958605	0.668973568888515	0.781045155706001	FALSE
NGO_0404	966.890080364727	0.330795970045095	0.164725231948185	2.00816818487861	0.0446254225932951	0.102761890163891	FALSE
NGO_0405	902.268224267439	0.247114675415611	0.127045492768346	1.94508809427973	0.051764376570302	0.115339779907349	FALSE
NGO_0407	2727.5518229223	0.130222967368383	0.107459067153116	1.21183787295334	0.225574447678603	0.355791402021485	FALSE
NGO_0408	2454.03573682189	-0.0436340985041319	0.130615316060838	-0.33406571158782	0.738329973341645	0.829572455842672	FALSE
NGO_0409	282.437370797983	-0.305012540501778	0.291124706182606	-1.04770407328625	0.294774970303071	0.435013062518152	FALSE
NGO_0410	28089.4828578005	0.0523253055288566	0.379793967588059	0.137772871594451	0.890419925198539	0.936359460383715	FALSE
NGO_0411	1276.75391916593	-0.243649291686055	0.124900212464296	-1.95075161906314	0.0510865996358274	0.113990127819293	FALSE
NGO_0412	2313.74092981785	-0.174664415737001	0.172346003377898	-1.01345208077741	0.310844273735742	0.454908086077654	FALSE
NGO_0413	2432.36230808436	0.0333983626025078	0.107156697319681	0.311677789983303	0.755285408760107	0.839677805100835	FALSE
NGO_0414	3360.1172048256	0.556907221368428	0.174848082167345	3.18509196363628	0.00144708014140444	0.00604031869050613	FALSE
NGO_0415	6872.7951724561	0.636527883308979	0.140344270375955	4.53547466956682	5.74740762511491e-06	5.75468282464038e-05	FALSE
NGO_0416	2474.32289658932	0.232358923547745	0.153666651173633	1.51209726881595	0.130509119567222	0.236772278847873	FALSE
NGO_0417	551.402552849138	-0.460422504232212	0.174350282324878	-2.64079012716639	0.00827129394700205	0.0254081301439946	FALSE
