"D55_130_T1_20180201"	"D55_130_T1_20181106"	"D55_PMN_130_T0_20180201"	"D55_PMN_130_T0_20181106"	"D55_PMN_130_T1_20180201"	"D55_PMN_130_T1_20181106"	"D60_130_T1_20180208"	"D60_130_T1_20181113"	"D60_PMN_130_T0_20180208"	"D60_PMN_130_T0_20181113"	"D60_PMN_130_T1_20180208"	"D60_PMN_130_T1_20181113"	"D6_130_T1_20180131"	"D6_130_T1_20181108"	"D6_PMN_130_T0_20180131"	"D6_PMN_130_T0_20181108"	"D6_PMN_130_T1_20180131"	"D6_PMN_130_T1_20181108"
"F9Z35_0021.p01"	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406
"F9Z35_0022.p01"	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406
"F9Z35_0023.p01"	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406
"F9Z35_0024.p01"	6.60058279538122	6.42670077423207	7.06174945054864	6.83607294836178	6.61102632224746	6.77065179243892	6.11729153769269	6.66552129670463	6.25506386090234	6.70200990390564	6.14711798782108	7.36461468714891	6.57578553088871	6.52498060004842	7.08732245424814	7.10151553648407	6.31603493197624	6.49166150724534
"F9Z35_0025.p01"	6.03209534573583	5.47336283089481	5.95300301993309	4.89864484899855	5.1636206129964	4.96438297458271	5.50480031664006	5.70290797841255	5.53053806432585	5.32400478656632	5.32765249196063	4.42569745744227	5.99354050583418	5.66697165296913	5.03280307683809	5.3421748941153	5.51436632931302	5.59659837870347
"F9Z35_0026.p01"	6.53435535520281	6.27479921047244	6.03258067546793	5.51842861990959	6.01215077295247	6.18888460930155	5.47119083932887	6.29989199858996	5.94365625690882	6.78524363072764	5.32765249196063	5.96260569518558	6.53438230588388	5.7957303833602	5.42003339908357	6.10310397331635	6.08819887926217	6.37457792761367
"F9Z35_0027.p01"	7.98226045688504	7.36649195739194	7.69508711074145	8.6111959098803	6.99167543332281	8.61178714537644	8.17718232428355	6.94676760597652	7.92758845188869	8.47343829225453	8.0285693724576	8.13761737412831	7.49725532614843	7.47579662634164	7.54915368565689	8.17155325228832	7.20875590207952	7.73165329408851
"F9Z35_0028.p01"	10.524605370919	9.36470643990159	8.84852886312957	8.815929965504	9.31783474462458	9.42071681415818	9.70700426137048	9.39117674603554	9.38328677983358	8.91928775601646	9.31893459918343	10.0980395867556	10.2036754962987	9.65674101753446	9.22837143363864	8.74847066847653	9.81144910084847	9.66566308615054
"F9Z35_0029.p01"	10.6721931430527	10.8144603233019	10.8538892695041	11.3087825848404	10.3515354907408	10.7736920980352	10.436147678845	10.6910485903921	10.5672653181147	10.9651349556833	10.556697648536	10.5878164981994	10.805458730592	10.7846615127768	10.8783573551199	10.9657718661488	10.5210422513647	10.0736810022881
"F9Z35_0031.p01"	10.9107474312469	10.2131845464851	10.8304056788623	9.36141542079535	10.3260408827519	10.5755110377819	10.5505984030178	10.5493439764598	10.8914549762013	10.7815166413452	10.659258750548	9.60217761785013	10.6925685146717	10.3511240654317	10.2237086675988	10.6797090735673	10.6266661691956	10.9404253892513
"F9Z35_0032.p01"	8.75864776292529	8.16326767649204	8.56172394625975	9.31830639550217	8.95925142365994	8.90680123987627	8.5868034663699	8.3168906790082	8.86808697771716	8.31733454866273	8.69055492064849	9.33734070947987	8.72947484437653	8.46860427906114	9.21372583871155	8.59551069624815	9.00594699122511	8.86924532380468
"F9Z35_0033.p01"	9.93269881828253	9.14773435146557	10.7685953331104	10.1513604493792	9.97654807338677	10.5061167923875	9.86356574546658	9.68035184438083	10.5681045889448	10.599538550557	10.2669687608146	9.52181603094867	9.88189846081743	9.15111744851877	10.2810026749452	10.5317516803629	10.3640773630777	10.8496965358929
"F9Z35_0034.p01"	7.89805990886676	7.27463912381911	8.80631011438175	9.11239924266865	7.84709592385515	8.00054657969534	8.07112091379052	7.54275820907614	8.73376879470339	8.72188333044913	8.62162822165679	8.43425627885911	7.2073120197701	7.69359466052144	8.83162549948868	8.46465923263243	8.14248676496099	8.37215221859107
"F9Z35_0035.p01"	10.0618249335023	10.5721847802383	10.689587773831	10.0312764896033	10.5612704801978	10.6753260462693	10.2819631631839	10.4076898517975	10.6995314405185	10.7805223043989	10.6951751471563	9.80010389209466	10.1598851308276	10.1327074487305	10.226628072687	10.8455741862223	10.5928070708891	10.6293855117219
"F9Z35_0036.p01"	6.78208688185052	7.47716695870469	7.31071954126624	7.48359230737737	7.56113626191126	7.27354994313709	7.4476674807399	7.23071082701963	7.18728550853781	7.4335722186414	7.52172472619311	7.65197470768894	6.90777538485505	7.33340183188884	7.199747247819	7.64740451197612	7.0422099112776	6.77457213524521
"F9Z35_0037.p01"	9.9212540485693	9.92857587207796	9.26554530608077	9.80262418376221	9.51128081423004	9.4258232638845	9.77291032604814	9.65684613446375	9.27637655258585	9.51027737816928	9.21275320195399	9.25449470133614	9.81013347754537	9.72983875105276	9.30774460766024	9.58775143033096	9.38213771084661	9.49377394919783
"F9Z35_0038.p01"	12.7422497733092	12.2738000289367	10.9972808391809	11.1073935785187	11.8468219142712	11.6632671242718	12.0069181008805	12.1870173532719	11.1901880012981	11.1914665601574	11.1502567489056	11.3506447782191	12.7490906948012	12.0975710515764	11.2750688714317	11.3595248275101	11.7509379445223	11.7845059802062
"F9Z35_0039.p01"	7.32282977560928	7.28021019838602	7.8800667449523	7.72736084508275	8.17203150572497	6.86546587579817	8.46279845554978	7.45664592661377	8.93212692146133	6.41711124530413	8.61746900842999	7.3287824119802	7.55527751745695	6.89295470795949	8.53421027745891	7.01874714423556	8.07564981555057	6.84581558756388
"F9Z35_0040.p01"	12.1421353613637	11.3239439979849	11.6141549861587	12.1670110126423	11.8190710209811	11.5895641324803	12.0436070065849	11.4926559016941	11.9635084038927	11.7312193011138	11.699508743941	11.6324158562888	12.0254476509092	11.0171347742484	12.0420223396243	11.3488094093011	11.720587639974	11.6158215696376
"F9Z35_0041.p01"	11.5663857896714	10.9981670400332	11.5312162793308	11.3854502872047	11.3444399489707	10.9363271277579	11.3458180728269	10.8400797320763	11.1146544673925	11.0385034576738	11.1212159163552	11.5441456782054	11.4481569271594	11.1606011681601	11.9571351133551	11.0200627057498	11.0692388991878	11.1467722426212
"F9Z35_0042.p01"	8.24597288466307	7.80438655649941	9.46009814315516	8.243393808727	8.39809933057387	8.14414006689481	7.73420597068224	7.70517873402154	8.6119317962094	8.55956164647823	8.03483205456451	7.70866332321159	8.45187434962506	7.72387478495826	8.96707422944035	8.34491131066231	8.68638490655789	8.05441582865403
"F9Z35_0043.p01"	4.13171089739915	4.39578022184429	4.65208367109601	4.53903411078044	4.54675401042153	4.80518303317007	4.61282582711605	4.31804073246106	4.59490601820884	4.80451885989262	4.68490062828166	4.42569745744227	3.89996382438406	3.89996382438406	4.80388033952164	5.14780830423874	4.70607212110471	3.89996382438406
"F9Z35_0044.p01"	5.34260985886295	4.91604406959809	5.62692160136175	6.18887579873921	4.80731445131589	6.11146015352641	5.77085888595552	5.37620505393199	5.92147856370142	6.08320845718457	5.96636273195457	5.0512618616765	4.92710661353817	4.80831288947153	5.46555802729642	6.149847541076	5.6723266906377	5.50331677232776
"F9Z35_0045.p01"	5.22536774126849	5.3591729515572	5.00127780643645	4.67955705184988	4.68890038400819	4.80518303317007	5.15797156137239	5.47266348949295	5.12756464609964	4.60512207361853	5.11976310966734	5.24895044025478	5.27992410942637	5.63950936480228	5.27112992318365	4.75515553444998	5.19010399192406	5.2903203609286
"F9Z35_0046.p01"	4.22735322891128	4.47155908589481	4.7220637769644	4.89864484899855	4.68890038400819	4.47803755546026	4.40657009322531	4.67548277949096	4.67510896493444	4.60512207361853	4.58179135999987	4.93492281658078	4.43851934042688	5.16497132755215	4.80388033952164	4.66705079939464	4.36937520921706	4.51143677693456
"F9Z35_0047.p01"	5.977078571676	5.69091983492637	4.48515329220893	3.89996382438406	4.80731445131589	4.8884776815186	5.0624680722978	5.64438354200787	5.03413635792376	5.21745953642115	4.58179135999987	3.89996382438406	6.13664184596767	4.59137344024099	3.89996382438406	5.03471785642904	5.39579389351099	4.94407501414657
"F9Z35_0048.p01"	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406
"F9Z35_0049.p01"	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406
"F9Z35_0050.p01"	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406
"F9Z35_0051.p01"	6.43854844261311	6.2516276560499	6.82502513977317	7.12843667878121	6.43934754490637	6.59663664161756	6.19594646621636	6.61889743622793	6.32268124221103	6.64955839668306	6.32729457552783	7.34681167976894	6.59200342735817	6.4821460045298	7.03432452866698	6.64384861642132	6.65808638032609	6.42262875816182
"F9Z35_0052.p01"	7.86965267281448	7.56172191460736	7.17505994729825	6.27800695700756	6.58777835363035	6.65117934087435	7.28373189721475	7.77368858642929	7.0383900844931	7.11478602650927	6.61144490355322	6.26820140093454	8.00155535523785	7.11199159881849	6.63006945686652	6.75114802111046	7.1769825069648	6.7927277140355
"F9Z35_0053.p01"	11.3268103101891	11.4437565804177	12.2119422177677	11.8502091827711	12.370240238987	11.9516947893897	11.2782845655393	11.4767672162072	11.6490299423694	12.0007981447125	11.6480096605958	11.9264149932679	11.3717297830182	11.2039945376813	12.044092162595	11.856763926893	12.3054008834517	11.867251188081
"F9Z35_0054.p01"	10.3665192069026	10.5884056170929	10.9562823863338	10.830252927155	11.4723343792317	10.4879287114381	10.8087323115079	10.5365244211707	10.7140117317241	10.7007728262629	10.8842259394969	10.8215031629206	10.3157290569107	10.5734048802281	10.9365653948419	10.3418625941169	11.0312737357499	10.6219279661025
"F9Z35_0055.p01"	11.6239862790554	11.2276019583315	11.456486934765	11.414067544833	11.9036468748873	10.4818146923169	11.8756265584671	11.5545164605937	11.7779389129964	11.1581685380116	11.6367674732246	11.3616762096562	11.421007595168	11.406095055831	11.5664300381403	10.4846690312844	11.7917347965044	10.900918323594
"F9Z35_0057.p01"	6.06751961804766	5.81143180594244	5.88991020765924	5.28667795263557	7.1412448650617	5.42210668789611	5.98969444294537	6.06445401949865	5.25317049934463	4.80451885989262	5.502078705263	5.86023869583751	6.23459868544486	6.49657391804517	5.93873364044954	4.90620012255336	5.6723266906377	5.59659837870347
"F9Z35_0058.p01"	7.4975991191941	7.84235573242858	7.52241005001399	6.18887579873921	9.1301510525126	6.75420182357229	7.67605366806563	6.97641799753331	7.0383900844931	5.70795119117083	6.84681593078273	6.38033168201289	7.40552887496945	6.99676899302843	6.75095478954406	6.19499281459855	6.65808638032609	6.6200766365781
"F9Z35_0059.p01"	10.8535010111166	10.5805976396502	10.2076611010115	9.98327016156277	11.7220778233418	10.1893907345109	10.5683790546603	9.99526357284796	9.567533899305	9.02053746446065	9.87647312291019	10.3734629200301	10.5078436658681	10.3976578347746	9.70952128867257	9.06329072500597	10.1336608824412	10.1220658077812
"F9Z35_0060.p01"	5.43398699544284	5.02214196381787	4.7220637769644	4.79665008052373	5.53642356144664	5.37461554704506	5.92085108036014	5.49555524578152	4.87370154044583	4.96361122314672	5.41823329560074	5.15493645951198	5.52556053685522	5.32241979140888	4.80388033952164	4.4455316370336	4.82690678934454	5.55088161323807
"F9Z35_0061.p01"	7.29805082204035	6.80151106491514	6.96792355433709	5.99024604024256	8.17966236692639	7.07769462730695	7.50085011365914	6.82962296272772	6.91536510699612	5.81270362628041	7.52172472619311	7.38219713213716	7.10510455437582	6.64599779418204	6.0264929417977	6.34194634756973	7.38573268751376	7.00948385443563
"F9Z35_0062.p01"	6.08487766702317	5.74401256325062	5.42372998705583	4.53903411078044	6.51557553181221	4.80518303317007	6.47112821360748	5.49555524578152	5.92147856370142	4.30977271373413	6.14711798782108	4.93492281658078	5.5438291784983	5.24662950310011	5.09791536119431	4.66705079939464	5.4566165399423	5.2903203609286
"F9Z35_0063.p01"	9.09569501042576	9.02479965326119	8.24326451999961	7.87251667600735	9.91403321954938	8.40469616000832	9.36423525387034	8.41906398115612	8.39411011510214	7.39219097693015	8.77884560268767	7.90321758617658	8.92505346705422	8.56176333809771	7.59533208182445	7.41900909719606	8.37555141363273	8.47525306976539
"F9Z35_0064.p01"	4.78455927842422	4.39578022184429	4.37884973453895	4.3536862776769	5.1636206129964	3.89996382438406	5.15797156137239	4.41111712939482	4.5032321477613	3.89996382438406	4.68490062828166	3.89996382438406	4.2818789309651	4.3911802397842	4.30947601685267	4.28688067509482	3.89996382438406	4.64613566888101
"F9Z35_0065.p01"	6.79746718781829	6.53515888003124	6.6291301605204	6.02551958515835	7.53748722624547	5.87925803141505	7.91255236085498	6.07869581466355	6.70777827115756	5.21745953642115	7.15637950250615	6.69876130554804	6.57578553088871	7.06512345694925	6.41563345338583	5.29681211040141	5.7672164009173	6.04324563202508
"F9Z35_0066.p01"	9.22611350239498	8.82195218678899	8.27461006897832	6.99839716912181	9.74218143604464	7.78618603679448	8.92471784153661	8.45069986866121	7.82980476853718	6.86377570578056	8.29683345192162	8.1478777894036	9.08047634237887	8.79843596159953	7.11309159020564	7.10151553648407	8.22187904319154	8.24818826855081
"F9Z35_0067.p01"	6.7079708355836	6.635654336969	6.21258960816517	6.36157513238497	7.54936082064583	5.32500449761622	7.62229567198254	5.77683009896037	6.12779826660278	4.30977271373413	6.64523749287961	6.41572975459272	6.34531040561415	6.69655019488446	6.63006945686652	4.56619790781046	5.51436632931302	5.16582540020204
"F9Z35_0068.p01"	8.83998315634095	8.08320142830521	7.77417431233886	6.63031146239301	9.09029975582651	7.49532188512994	8.97894664859624	7.63782121033317	7.37709600499622	6.05580478648698	8.02227920586597	7.70866332321159	8.53826413332969	7.65009368258471	7.16325852373771	6.43788357120049	7.63906715163598	7.46720679306675
"F9Z35_0069.p01"	6.08487766702317	5.61632631903372	5.62692160136175	4.67955705184988	6.18090408917395	5.21839428682662	6.78921531535539	5.77683009896037	5.92147856370142	4.88775673607262	6.17102013788464	5.41528408859829	6.01850879607646	5.58262799611588	5.03280307683809	4.4455316370336	5.62196035858651	5.40186896350921
"F9Z35_0070.p01"	6.43854844261311	5.8597133992745	5.84603997090002	5.83858014030146	5.73119275756919	5.55376110388827	5.92085108036014	6.00587750047239	5.7284891621621	6.61344999553828	6.0979733631269	5.4899896456699	6.40206875486589	5.7458288286344	5.59227751813199	6.0546341680378	6.37458544688859	6.04324563202508
"F9Z35_0071.p01"	8.81296558047581	8.65759151648653	8.93922420391555	8.41716240637694	8.92340365969893	8.36796921878418	9.34578820336559	9.0132448014255	9.50927956955344	9.29310616342186	8.59225797732262	7.62276295832203	9.09165804415748	8.52795967402767	8.65197179178366	9.186171162147	8.59997928257511	9.02449278591976
"F9Z35_0072.p01"	11.4469846683795	11.1392456170288	10.3055394714473	9.5365484880079	10.7481885538981	10.6229520754764	11.6391208012142	11.7140063054087	11.3568013169974	10.3449057597976	10.051416099274	9.27798927302556	11.6954637239805	10.9091859589193	10.2178520689278	10.4846690312844	10.9001952156806	11.2390263494655
"F9Z35_0073.p01"	9.18457755661669	9.67978994968351	7.54839624399181	7.01532502218425	8.34483002490355	7.77014803706586	9.34784957463502	9.85968410897563	8.07704486063859	8.03251620408908	7.9578105631074	7.74975011236435	9.01737551906903	9.50881226681738	6.95088029679638	7.85778437184764	7.97834482378534	7.96262204891635
"F9Z35_0074.p01"	4.55062010642104	4.30545544647446	3.89996382438406	4.3536862776769	4.35921185353288	3.89996382438406	4.83610434542661	4.48918118939999	4.7471196543017	4.4776053650168	4.68490062828166	3.89996382438406	4.50122847482926	4.50015137331139	4.30947601685267	4.4455316370336	3.89996382438406	4.33394600448927
"F9Z35_0075.p01"	5.977078571676	5.3591729515572	4.57417239223571	4.98983674091991	6.01215077295247	5.42210668789611	5.28628030217395	5.21358227604618	4.67510896493444	4.4776053650168	4.92922510992717	5.91244885170355	5.75894901508703	5.20660392953902	4.30947601685267	4.75515553444998	5.4566165399423	5.50331677232776
"F9Z35_0076.p01"	12.3592887559166	11.8838543722226	13.204618335868	12.579009773663	12.4336742490647	12.7748534196055	11.5977329949029	12.2726966806924	13.7980018470651	13.2195130628422	12.3759332890851	11.9062144844215	12.1085818298374	11.207730078559	12.5517926056832	13.8997404924479	13.3852474062177	12.690540767031
"F9Z35_0077.p01"	5.09326437881803	4.8776668387697	5.00127780643645	4.79665008052373	6.04768725889655	5.16073677668353	5.15797156137239	4.67548277949096	4.87370154044583	4.88775673607262	5.22886409416836	4.63946191260991	5.27992410942637	4.9783868589477	4.80388033952164	4.83414911073222	4.93208399513718	5.02387004971496
"F9Z35_0078.p01"	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406
"F9Z35_0079.p01"	5.89986383511471	6.09028416408664	5.57236640610402	5.40851824155069	6.43934754490637	5.67215099952426	5.92085108036014	5.97556614954942	5.56090496552256	4.4776053650168	5.75594092024066	5.86023869583751	5.77402675345933	5.77103020874804	5.50934431087006	5.14780830423874	5.81206346591013	6.13415925909312
"F9Z35_0080.p01"	5.05205963637061	5.17621249895081	4.37884973453895	4.89864484899855	5.48229444764897	5.09960202148237	4.61282582711605	4.61916052017902	4.5032321477613	4.60512207361853	4.77494235837505	5.74883773059155	4.65730058019768	4.86883898509909	4.30947601685267	4.56619790781046	3.89996382438406	4.94407501414657
"F9Z35_0081.p01"	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406
"F9Z35_0082.p01"	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406
"F9Z35_0083.p01"	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406	3.89996382438406
"F9Z35_0084.p01"	4.9163339189053	4.39578022184429	4.57417239223571	4.3536862776769	4.80731445131589	4.47803755546026	4.69500211055319	4.48918118939999	4.81289162061878	5.0335893121475	4.58179135999987	4.42569745744227	4.82240174495204	4.59137344024099	4.60461810561404	4.66705079939464	4.70607212110471	4.64613566888101
"F9Z35_0085.p01"	4.30050556965271	4.79522437627155	4.37884973453895	4.79665008052373	4.91043361852778	3.89996382438406	4.69500211055319	4.55760815245781	4.39371358797253	3.89996382438406	4.58179135999987	4.63946191260991	4.2818789309651	4.3911802397842	3.89996382438406	3.89996382438406	4.36937520921706	4.51143677693456
