ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant
F9Z36_0001	21.6603905357839	1.35418690772103	0.437481655830619	3.09541414976571	0.00196538259294208	0.00638520099013375	TRUE
F9Z36_0002	300.528446145889	1.48047249084552	0.242513016966697	6.10471350924981	1.0298523864146e-09	1.57606774490049e-08	TRUE
F9Z36_0003	109.816972887846	1.23216582631575	0.322824398289892	3.81682993244297	0.000135177276248294	0.000608589073454064	TRUE
F9Z36_0008	704.346389606204	0.373920768378594	0.146624570203261	2.55019174385465	0.0107663687216066	0.0276744726872842	FALSE
F9Z36_0011	625.655576580503	0.952439830203237	0.287924200700385	3.30795337066629	0.000939804562068032	0.00337328475972529	FALSE
F9Z36_0014	1072.97243775248	-0.989462798969172	0.163633603385144	-6.04681910377708	1.47733470544305e-09	2.1431612497712e-08	FALSE
F9Z36_0017	3593.52779008151	0.514740857063842	0.166969801282835	3.08283805280397	0.00205036702877618	0.00659971760109929	FALSE
F9Z36_0020	12890.1393942203	-0.654222096496395	0.169891651768516	-3.85081956462345	0.000117723210148167	0.000540491837361582	FALSE
F9Z36_0027	494.43839569399	0.341111119710423	0.139050299234906	2.45314912364311	0.0141611618555015	0.0347622410295448	FALSE
F9Z36_0029	48.2276210286899	-1.1630882249757	0.419077350547329	-2.77535453408939	0.00551415606880507	0.0157149686599369	TRUE
F9Z36_0030	166.218469371102	-0.857902774019021	0.165293669584655	-5.1901732000671	2.10098559729709e-07	1.91657594443389e-06	FALSE
F9Z36_0032	2833.55599846968	-0.843381634619685	0.1986007606993	-4.24661834954724	2.17021167558975e-05	0.000119935772230344	FALSE
F9Z36_0033	1840.13276648752	-1.05713715343499	0.274214647401041	-3.85514473225393	0.000115661182284682	0.00053573438978426	TRUE
F9Z36_0037	481.573667129595	-1.87682887794408	0.291027093130423	-6.44898334981817	1.12602931628766e-10	2.21912758653294e-09	TRUE
F9Z36_0038	596.608205033836	-0.901162753569986	0.19543484950408	-4.6110647914469	4.0061163990617e-06	2.63169093007544e-05	FALSE
F9Z36_0044	9566.54907157983	0.723149222570648	0.234953567081738	3.07783887494277	0.00208507619161045	0.00669082052883905	FALSE
F9Z36_0045	1495.79418614383	-0.427474564245351	0.113343079933113	-3.77151004276234	0.000162262626129079	0.000716631344574303	FALSE
F9Z36_0047	138.868085534207	-0.867680029670247	0.376836088860672	-2.3025396327979	0.0213047590464465	0.0495056586454022	FALSE
F9Z36_0051	655.299039929012	0.579307716853424	0.162003835743443	3.57588889296944	0.000349039880494894	0.00141033715735751	FALSE
F9Z36_0052	829.216929722319	0.540413710257064	0.174893873509827	3.08995220593989	0.00200188706195014	0.00646358898363809	FALSE
F9Z36_0055	1956.27502154326	-0.881463504582761	0.130503164601874	-6.75434582197175	1.43481151166738e-11	3.39687580051428e-10	FALSE
F9Z36_0056	1337.83803138355	-0.481772288118626	0.137120927071885	-3.51348476418962	0.000442269776910726	0.00173665707512501	FALSE
F9Z36_0065	1363.48262406998	0.914821573751746	0.231037325437794	3.95962674870066	7.50669953905725e-05	0.000371479444318116	FALSE
F9Z36_0067	84.3805966427447	1.43989000202043	0.518547212691625	2.77677705477653	0.00549008226490985	0.0156891680593662	TRUE
F9Z36_0068	206.872751814793	1.12544551853164	0.34033904260465	3.30683635329784	0.000943559967030776	0.00338095501050993	TRUE
F9Z36_0069	2106.77753994809	0.55638335326222	0.194153244211265	2.86569176591661	0.00416099170779756	0.0122946416939025	FALSE
F9Z36_0071	5390.76354113097	0.813195388159885	0.299888498692623	2.71165913899681	0.00669473966096669	0.0184259698969162	FALSE
F9Z36_0072	7402.07588336415	1.23337215387655	0.179926445196888	6.85486867995926	7.13780575637708e-12	1.77510431250854e-10	TRUE
F9Z36_0073	21393.6513287468	1.2208268077782	0.187814296049524	6.50018040935654	8.02237455342789e-11	1.62706217884572e-09	TRUE
F9Z36_0077	595.011391674148	-0.773599655824838	0.220465299892701	-3.50894066413783	0.000449895262548435	0.00176328555996938	FALSE
F9Z36_0082	132.312748476732	1.59500652216196	0.271322155895756	5.87864458358047	4.13639424230852e-09	5.42763016188806e-08	TRUE
F9Z36_0085	1911.60878528477	-1.08819476295771	0.15729561514742	-6.91815065498065	4.57577542629895e-12	1.24140193058942e-10	TRUE
F9Z36_0087	700.607460211277	-0.969642883937364	0.169803784805381	-5.71037262242837	1.12729082613336e-08	1.35580118003486e-07	FALSE
F9Z36_0090	1904.76655408624	0.846032899270391	0.158392703580412	5.34136282888109	9.2250407089938e-08	8.7995936260676e-07	FALSE
F9Z36_0091	4313.34116216735	-0.625614687381107	0.146074992922618	-4.28283222791271	1.84529310113292e-05	0.000105322876728597	FALSE
F9Z36_0095	2930.47050509318	-0.525441220000196	0.169124780019335	-3.1068257409714	0.00189107836641267	0.0061919478172979	FALSE
F9Z36_0096	76.6119812549224	-0.61985535418858	0.231982163822606	-2.67199574301141	0.00754016049852857	0.0203769667288825	FALSE
F9Z36_0098	1324.56427705883	0.863310605568302	0.220387963076077	3.91723120227891	8.95718336997802e-05	0.000430150714020324	FALSE
F9Z36_0102	612.847688391851	1.20051453797037	0.235000338019675	5.1085651539355	3.24614470133225e-07	2.84924213490886e-06	TRUE
F9Z36_0105	741.003471438875	0.755317864811844	0.151338569828692	4.9909145148314	6.00940907577423e-07	4.84697125841405e-06	FALSE
F9Z36_0107	395.817563791048	1.19601059564698	0.274456912307639	4.35773537489328	1.31415138259607e-05	7.75497807413332e-05	TRUE
