"D55_H041_T1_20180201"	"D55_H041_T1_20190110"	"D55_PMN_H041_T0_20180201"	"D55_PMN_H041_T0_20190110"	"D55_PMN_H041_T1_20180201"	"D55_PMN_H041_T1_20190110"	"D60_H041_T1_20180208"	"D60_PMN_H041_T0_20180208"	"D60_PMN_H041_T0_20181212"	"D60_PMN_H041_T1_20180208"	"D60_PMN_H041_T1_20181212"	"D6_H041_T1_20180131"	"D6_PMN_H041_T0_20180131"	"D6_PMN_H041_T0_20190122"	"D6_PMN_H041_T1_20180131"	"D6_PMN_H041_T1_20190122"
"F9Z36_0035.p01"	10.0571832486881	9.82482228478785	9.3414528288291	9.44325928120029	9.73248166265797	9.08934481689745	10.4569368430823	10.4861689576099	7.29412701962819	9.28258960573537	8.08274173434577	10.7151252939722	9.05747343510306	9.68155999176112	9.75808069649553	8.48982835785933
"F9Z36_0036.p01"	8.62251018472582	8.04578115551717	8.06080179749846	8.40439810501344	8.18235907026797	8.68912770088642	9.04863749522967	8.43726745399726	8.22089602629451	8.60459107303484	8.94262827035211	8.25331262402309	7.93508533184954	8.78395561633306	8.61165580780325	9.3507334166203
"F9Z36_0037.p01"	10.2432335940134	9.66486845952976	7.31002683385674	8.17148742908488	7.88660953773893	8.70863618105872	10.4395111322116	8.25212773727521	7.99408243824042	8.183344803497	8.61558614564987	10.1576537742421	8.12684533060079	8.8300434433986	8.00856656816595	9.02458965044415
"F9Z36_0038.p01"	9.56285445221636	10.1700564198667	8.76880402645004	9.3501043902877	9.02643663626442	9.25086092411746	9.96202277807189	8.99445245580977	9.18235126410675	8.77126036217414	9.27421800642294	10.0114258337336	8.57448296384515	8.95685348370333	9.21419418014653	8.92285115338333
"F9Z36_0039.p01"	13.9940224588093	13.7042914690372	11.4634165955476	13.5706765963547	12.328233121292	13.8571845906937	13.256535474582	13.0615787751198	11.9167465804254	12.2988292603082	13.2042735205456	14.1501126809368	13.059838457724	13.4245847399377	11.9424798474787	12.6660408666421
"F9Z36_0040.p01"	7.61573605081323	7.58743728939192	8.03008725187735	8.19081749654812	8.0077506858549	7.79828117989248	7.69686384181281	8.24593687989391	7.40781851656001	8.12074374632421	7.54091855768053	7.2507173735648	7.62789793481331	8.64801363117881	7.88946230727935	8.48550080226893
"F9Z36_0041.p01"	5.02839664820993	5.07440118892605	5.6484303542621	5.02438243250179	5.36620649967674	5.30212603446124	5.29496487333278	5.73968447953623	5.7511333229225	5.71758182552741	5.36607614530849	5.3216424142711	5.24188538272403	6.38060468665059	4.51302373918456	6.40153611138865
"F9Z36_0042.p01"	7.09531621489477	7.46697528128081	6.93490651367906	6.96087987084818	6.67554460728058	6.67508869180746	7.17524198269922	7.24093019479149	6.60095761099812	6.80102852288173	6.82269055098631	7.24318624870945	6.69680732900737	7.66014202894311	7.0366627218995	7.43871524836778
"F9Z36_0043.p01"	7.68476693431704	8.28184385897932	7.95572656493497	8.01205344777593	7.86108722467148	7.61222313003855	7.45771042307604	7.51584543704717	7.70204556410788	7.26862421755709	7.42100724271886	8.15017799955899	7.69659758591625	7.87320342173968	7.73981625107122	7.67218800467024
"F9Z36_0044.p01"	12.6677575615537	12.6406636103475	13.3345277909916	13.7139784705935	13.4879524427274	13.3142589055218	12.1922865260762	14.0939517802934	12.5722470514962	12.9592336015998	12.6559604975173	12.3964004256055	13.7221902480259	13.7991400927189	13.4091976081232	13.0945571578827
"F9Z36_0045.p01"	10.8560533767943	10.8561442690562	10.2782142490516	10.5996105693872	10.310778155328	10.6285886905898	11.0070385614378	10.4558122829245	10.404425048797	10.4922245261407	10.6516057187089	10.9355512434105	10.4936635203014	10.2960378624161	10.3471283718156	10.5283965896159
"F9Z36_0046.p01"	8.49699117835244	8.54668778059564	9.01492286073047	9.03851888306128	8.20275297498042	8.86454847170693	8.8920311272641	9.35679622488801	8.72429934262901	9.2282340504448	8.82235459108549	8.27706581448135	9.05099972004552	8.636081233304	8.75408860597923	9.08577256483743
"F9Z36_0047.p01"	7.33276989965696	8.79121606253489	7.25720251916194	7.56074598520494	6.89960948899944	7.22914609536168	7.6567154346263	7.07265382816131	7.26418371270722	7.43429093081112	7.59722724361017	7.68845054627381	6.5099854062137	7.96560065143425	7.19130311877799	7.07792286466199
"F9Z36_0050.p01"	12.5261641232766	12.3270805469044	12.188014749085	12.20579903316	11.9641972084849	12.2009101779889	12.6010129121353	12.4232913892609	11.8331570119513	12.2722485341578	11.8995091880681	12.1600850878111	11.8951315381442	12.9315896428485	11.5752691591648	12.2846037654633
"F9Z36_0051.p01"	9.03529989238658	8.84359504607308	9.62794078942334	9.48280214776597	9.48165137326814	9.477766143211	8.98053663559169	9.69658039718386	9.74801684753101	9.84862193921733	9.73823911505606	9.26042292896556	9.07033404933003	9.45412072376062	9.26936999287408	9.72105044802218
"F9Z36_0052.p01"	9.27624490695157	9.50823716339229	9.76239646923302	9.70132868377869	9.83349463091139	9.77874792120369	9.31841865745171	9.72564910943166	10.1925632010209	9.9749365443995	10.1936582412543	9.52104924038374	9.26743969316045	9.98345264615407	9.74841051822104	10.0925348626299
"F9Z36_0053.p01"	10.7271785386929	10.9725877465175	10.3935075358548	10.3372044408737	10.8973844110047	10.7248740265708	10.743933300327	10.2279752572525	11.1086302772625	10.6656705495396	11.0101881680176	10.8088105850212	10.129615743537	10.6297825982979	10.5218350875083	10.5594918841461
"F9Z36_0054.p01"	10.5930021657007	11.0818830126632	10.3734033244308	10.3393586371693	10.7432962184535	10.5431287178226	10.4949228306422	10.0405566721391	10.974829228183	10.5714125931685	10.8423714317906	10.5172018193671	10.2905459331996	10.4703129453732	10.5692727583322	10.2747329730808
"F9Z36_0055.p01"	11.5790260101312	11.713644796761	10.4483522867892	10.6918443252073	10.8207585729723	10.8218457250353	11.5685354227065	10.4268455632142	10.8997938729137	10.5375807006884	10.8358983444789	11.6304320077315	10.3562456610225	10.4647186070697	10.727691896788	10.7395240083114
"F9Z36_0056.p01"	10.9280927729167	10.6609161213048	10.3028729282539	10.3209445505459	10.2777098776897	10.2530351008561	10.5798488616001	10.214635096658	10.6843817275813	10.0910668766851	10.3522756509397	10.6372188427511	10.5959950350145	10.3035791280623	10.2199982321555	10.2277514269566
"F9Z36_0057.p01"	7.50932672932426	7.29189473092824	7.19290346112973	7.57565188934314	6.73522164072001	7.62265377239623	7.63849712277998	7.67301298141612	7.55447667411423	7.36764936114738	8.11180588519224	7.16950757839293	7.61906952078188	7.62805377472845	6.96952720433609	8.34918303771627
"F9Z36_0058.p01"	7.74167427244726	7.23016189582575	7.31002683385674	7.51505208211711	7.29869901061138	7.81651091669207	7.81492196535198	7.73660770561202	7.92652525932195	7.72682293471457	8.16821222119707	7.33802698588353	7.4195260104739	7.49181540919887	7.50405440849777	7.98137690989827
"F9Z36_0059.p01"	9.46996194425187	9.05660783374032	8.3934960304446	9.15577429017129	8.54340953702721	9.29662289496747	9.71825886777201	9.20141467018974	9.09891579689771	9.13675280952418	9.3141383910648	9.1806610569878	8.69995543403685	8.80895588117588	8.8017137285864	9.57644234600165
"F9Z36_0060.p01"	6.44503870097705	5.86578673597428	5.91354876452686	6.57391732356191	5.95201174322698	6.23154804122643	6.36556318888176	6.39686381824079	6.68113445002071	6.17329428988585	6.59841118999728	5.84620631076292	6.73115320061877	6.15555517954592	6.0608984203902	6.53264168899529
"F9Z36_0061.p01"	7.97175525234407	7.18938684326241	7.3357013750306	8.38777021716833	7.47885049407945	8.19568114837822	8.18017852358651	8.3563347753066	7.52132811759148	7.97779968424302	7.82007714459837	8.13023183816194	8.13916365999203	8.36419624642369	7.75941223522056	8.60198568966877
"F9Z36_0062.p01"	8.98204342606539	9.02619609944909	8.49787106496682	8.60821059591469	8.7089570861183	8.4607013343842	9.79743580542785	9.83022852345091	8.63143216257831	9.90510725413837	8.50347056857553	8.14819590914238	8.42194261523153	9.92270792124054	8.67443853553752	9.73565206979018
"F9Z36_0063.p01"	9.60654019575074	9.70478694167062	8.90135645754239	8.5571294837204	8.83149103112266	8.97330409231976	10.1720230247477	9.69318825435476	8.08131352999248	9.67809771433148	8.15896495597261	9.16806259781482	8.79608560702078	10.1249772070162	9.46518119790911	10.0123780475094
"F9Z36_0064.p01"	12.4428119705182	12.8642983887515	12.5792037872306	12.9090192833329	12.9604358302056	12.9944381421103	13.0472389754507	13.1700018501819	13.0055197293758	13.1923495285124	12.8727478182658	12.2195539321536	13.0800128339499	12.9545172579262	13.0068506440031	13.1752152719681
"F9Z36_0065.p01"	9.8259201754682	9.76411813863592	10.0840407435814	10.4846227789408	10.3476644632184	10.5444825906022	9.83742343697561	10.4329567044233	10.3554648144377	10.1985345929282	10.3217116708898	9.42091766579419	10.6842536946525	11.0448020769518	10.7855433044411	11.6333831455692
"F9Z36_0066.p01"	5.21807124200271	5.02602118276158	5.15883715155742	5.10247706000159	4.51302373918456	5.1272578890175	5.36125607716107	5.46845412928336	5.32149068852605	5.15520090246401	4.9196926044295	4.83787194287043	5.30980481198241	6.1305324844712	5.23148980364874	6.31994554161371
"F9Z36_0067.p01"	5.97496288809623	5.89935056187302	6.41165252997815	6.91375011575102	6.15439620504929	6.97208025217153	6.84369766736641	7.73660770561202	6.64965470497041	6.99349600702696	6.97177010396553	5.72387373910773	6.82912936860032	7.59521536745049	6.25582685581494	8.46366450395005
"F9Z36_0068.p01"	7.01485918129236	7.12275997821297	7.88300271057066	7.92218826575053	7.60789653165881	7.79828117989248	7.62003952226206	7.91573817619989	7.61851025090607	8.0127500420369	7.69063918819609	6.84233073659617	8.07005406133612	8.60376708485164	8.0247938636864	9.45813193114559
"F9Z36_0069.p01"	10.629524037304	10.3126155245604	11.0199905133678	11.4686282064497	10.8009486656454	11.1543996796777	10.9420767107417	11.2897487400907	11.1665345545509	10.7630818163991	11.3096476932216	10.4250319625615	11.4599743189471	10.9179159129028	11.2873311974421	11.5183630197175
"F9Z36_0070.p01"	12.3999564411267	12.3172169526209	12.9661150428792	13.071187968484	12.7117745716145	12.5620046065757	12.5972353900864	13.7283988276489	12.5871145272363	13.1835803482497	12.2993157270121	12.4354793085543	13.3528239197501	13.0419979339188	13.0078635038839	13.0255421239508
"F9Z36_0071.p01"	11.7971446134146	11.4331432353004	12.0119931557447	12.4241790591684	12.2681886476843	12.3048040412854	11.7356688418546	12.8749790926032	11.8168512281978	12.6881054694407	11.4747443046454	11.6046323296048	12.4263173813958	13.4149012261593	12.5154835933919	13.510280522104
"F9Z36_0072.p01"	11.5120697497494	11.5478089770093	13.1621961245898	13.1462964956162	12.7423862760796	12.5257998249225	11.8290655402181	13.4622179132796	13.3170319052828	13.1742790900193	12.5217156438894	11.6314897027349	13.5785130800458	13.0099071114158	12.8165017447463	13.4439395729744
"F9Z36_0073.p01"	13.3928588625143	13.2237781462467	14.8556803653683	14.6927540229418	14.2285076218921	14.3682311739207	13.5104536078523	14.7836520337128	14.8233040349024	14.5016898741065	14.5210621992265	12.7529920378103	15.1243086943747	14.2427112900957	14.3539582617654	14.7582236550232
"F9Z36_0075.p01"	11.2223242039033	11.1917783940576	10.9320234014673	11.1780650368076	10.9936035272086	11.2168605679993	11.0425205472077	11.0382385298477	10.9815973687521	10.83871039129	10.966082425769	11.3127252740609	11.3245443261464	11.0137285981826	11.0601037808895	11.0989578479432
"F9Z36_0076.p01"	10.6674680758232	11.0216036653826	10.8250808835798	10.8429501966525	11.0422234465463	10.9772817762343	10.5979962095859	10.8807595457843	10.9785932265342	10.756703252293	11.083662615826	10.9705240582464	11.0774935378875	10.7958110500078	11.1907303452429	10.8881706831479
"F9Z36_0077.p01"	9.54208971256464	10.1019558749299	8.87293992279937	9.1848526635271	9.2379565656043	9.13685904712395	9.7479379659804	9.32644927350206	8.72789179423877	9.06410800603834	8.90456438643144	9.7423052596898	8.78831623884552	9.79295111161421	8.97783039397	9.08862207822682
"F9Z36_0078.p01"	11.2591946242818	10.52409385817	10.935455113146	11.4886565741325	11.3108716097313	11.0304205670229	11.445929550835	11.7515452571128	11.6508177437791	11.7842479538768	11.503162666156	10.781433722429	11.1556231383405	11.2725209002766	10.9164582813472	11.5706748831398
"F9Z36_0079.p01"	10.0240012873781	9.90958660170286	9.94925622975572	9.87180511294791	9.52257933741898	10.0159190812422	9.68795542807593	9.82507266873362	9.76207000936729	9.76968950687327	9.8750783655104	9.77268251968273	9.97429053978778	9.44277403433085	9.52872087889788	9.02458965044415
"F9Z36_0080.p01"	8.53453804337397	9.67623997269765	9.19318797140929	9.34582088577448	8.76471224208741	9.22742225404472	8.90716596874749	8.93817367408857	9.38676550725337	9.06824158612545	9.34894144315035	8.71396592482041	8.64075211511218	9.18115004166202	8.65381500688591	8.76781478033269
"F9Z36_0081.p01"	14.3144604601742	14.6329557664355	14.2750358944739	14.8062368429446	14.1650384538856	14.6553546093862	14.4684435090296	14.7047736611275	14.3069371465384	14.4186878479063	14.3406913375067	14.3443877299261	14.5365380765082	14.6128675558399	14.1217677092195	14.18084889904
"F9Z36_0082.p01"	6.49633967313651	6.45216380584089	7.6595886903199	7.86901800488898	7.51224460008626	7.42187162194768	6.82725386591086	7.83937037288095	7.49594084372709	7.55871946379048	7.67113817407708	6.0066312283055	8.19920618396101	7.27970074216398	7.61614491209771	7.63324669850298
"F9Z36_0083.p01"	10.4989025616284	10.0069334450732	10.598786578963	10.4620649213469	10.7673152134759	10.1955888201726	10.2369800357364	10.8707909746056	10.7598177284696	10.6886380352703	10.2215201750979	10.3421588825544	11.0041178987236	10.9309565178172	10.5692727583322	10.3631639395226
"F9Z36_0084.p01"	10.3079907186836	9.9796653285314	10.2922035458968	10.2934304744823	10.0278869509273	10.1518388141816	10.1929753458854	10.13189288633	10.2999770106239	9.86769745732171	10.3175870782471	10.3584375460171	10.3377778024571	10.2512431557261	10.0494076147893	10.320231712078
"F9Z36_0085.p01"	11.4640820389442	11.7458672128075	10.3834904697979	10.6859320052567	10.6577691147534	10.7485608547589	11.4510906948529	10.2450577578375	10.6115847460138	10.2950259608546	10.6483255584017	12.0660815127475	10.505530278137	10.3048321795802	10.8019885708519	10.5522960603837
"F9Z36_0086.p01"	11.1431267206921	11.0950285974663	11.3927817506774	10.8307540713663	11.0224015634142	10.6787682225077	11.2147547902878	11.0919999512098	11.1351775858692	11.0692853806786	10.8184933833233	10.809433867777	10.9268084225423	10.6076177375197	10.9378759085274	10.3190207087693
"F9Z36_0087.p01"	10.3363913471139	10.1057823752093	9.45495001854931	9.24130306920315	9.16740942527596	9.4109945027533	10.2227121200053	9.22354607002471	8.91908401701018	9.47533976324952	8.96657581817128	10.1517661820826	9.26743969316045	8.93431947822224	9.53997823309718	8.94818462415444
"F9Z36_0088.p01"	9.76858656027498	10.1375301565945	10.3312919936609	10.1300673034907	10.1685496231123	9.8527739912197	9.9383176457527	9.90445382598894	10.5194949739963	10.1871926854155	9.92880772281921	10.0049081880718	9.94320706485783	9.62446807760567	10.2408317825656	10.0003384338621
"F9Z36_0089.p01"	9.44644868815715	9.22387553984782	10.2387508841261	10.1778019182419	9.76694558237381	9.78104792427637	9.01760681397607	10.0352094742246	10.2987729040932	9.524265145401	9.70703295705431	9.57633596891596	9.96055836123904	10.1249772070162	9.54557407864348	9.21915501903685
"F9Z36_0090.p01"	10.2525540124472	10.0480858018274	11.4214520606921	11.3036051882646	11.1162250864237	10.803870657729	10.106456614803	11.1926609073634	11.2554713104191	11.0179409281664	10.8637409428745	10.1814482850166	11.5365623632964	10.7095198265956	11.08527450873	10.8467601692056
"F9Z36_0091.p01"	12.5776536209005	12.3875597812015	12.0783712387397	11.8134998068453	12.0450053735766	11.8903565848409	12.1678095232539	11.7980456368825	11.6704967447479	11.7923772614086	11.7891866551981	12.9391893990902	12.1408396937327	11.7979495889908	12.1576324764873	11.6958124918724
"F9Z36_0092.p01"	9.49112881321824	9.22387553984782	9.16536029085659	9.70300338156775	9.22808777587135	9.23415807543138	9.85603568979492	9.79057332461862	9.65316934779884	9.65631875053401	9.49316918941645	9.41355031167756	9.38012600230503	9.29662233847713	9.1713774639991	9.06566623541434
"F9Z36_0093.p01"	4.68562665530435	4.83849317016199	5.15883715155742	5.10247706000159	4.51302373918456	4.86942950472489	4.84977569451143	5.37708894298245	5.19880397386626	5.25255945128119	4.9196926044295	4.51302373918456	4.51302373918456	5.14074987809881	4.51302373918456	4.95347821159413
"F9Z36_0094.p01"	13.171236033324	12.776080460387	12.8156010671289	12.7244326963527	12.7354463612074	13.0185019743416	12.5845228098528	12.7804489770314	12.5169010494193	12.7024452169408	12.9131026028162	13.0318204148133	12.7147051609928	13.0997908567106	12.9589496230113	13.2767624404174
"F9Z36_0095.p01"	12.0542918639435	11.7687261367715	11.1180791613029	11.3074606977353	11.2439805606856	11.7181273786966	11.9006031869431	11.2133184507501	11.4823724405257	11.2990859838263	11.7685666524832	12.1798603762207	11.3372141529593	10.7868727264613	11.4088714896836	11.3111187979449
"F9Z36_0096.p01"	7.08462085440601	6.84856789761433	7.0648550832528	7.01756741391923	6.73522164072001	6.65410866434742	7.28581743823561	6.81284769903311	6.97300899272425	6.62403326557215	6.66845533332752	7.02687480600706	7.21046028692439	6.51678855485135	6.61707332804403	6.63519589126972
