"D55_H041_T1_20180201"	"D55_H041_T1_20190110"	"D55_PMN_H041_T0_20180201"	"D55_PMN_H041_T0_20190110"	"D55_PMN_H041_T1_20180201"	"D55_PMN_H041_T1_20190110"	"D60_H041_T1_20180208"	"D60_PMN_H041_T0_20180208"	"D60_PMN_H041_T0_20181212"	"D60_PMN_H041_T1_20180208"	"D60_PMN_H041_T1_20181212"	"D6_H041_T1_20180131"	"D6_PMN_H041_T0_20180131"	"D6_PMN_H041_T0_20190122"	"D6_PMN_H041_T1_20180131"	"D6_PMN_H041_T1_20190122"
"F9Z36_0600.p01"	8.73458432335595	9.50243995244769	8.59166129727751	8.67816269623841	8.98012392649822	8.38986220042964	9.01061916399377	8.54187884595457	7.72399298371489	8.71431117029207	8.05307128626003	9.10945560078515	8.42696405025984	8.62807075108192	8.61165580780325	8.11668757164079
"F9Z36_0601.p01"	4.68562665530435	4.51302373918456	4.80376551510754	4.51302373918456	4.51302373918456	4.51302373918456	4.75141297377018	4.75598304796297	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.84174658257061	4.82873814977988	4.51302373918456	4.82507440251009
"F9Z36_0602.p01"	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456
"F9Z36_0603.p01"	4.68562665530435	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456
"F9Z36_0604.p01"	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456
"F9Z36_0605.p01"	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456
"F9Z36_0606.p01"	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456
"F9Z36_0607.p01"	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456
"F9Z36_0608.p01"	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456
"F9Z36_0609.p01"	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456
"F9Z36_0610.p01"	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456
"F9Z36_0611.p01"	10.0240012873781	9.8999211339923	11.0449862560324	10.7737619258556	11.2043165957484	10.8712315870475	9.85311284905257	10.5203706933954	10.9868396082264	10.5887538758982	10.8358983444789	9.84806237958598	11.1905861577131	10.5464367740984	11.3333091695323	10.8144732935413
"F9Z36_0612.p01"	9.9741598654231	10.0385080682555	10.5944511773258	10.1375147630869	11.0023034719359	10.4260799281124	10.3511488471872	10.4451018302465	10.2359904574441	10.9757270928656	10.3900825309004	9.86435777892472	10.4537955410127	10.2157104873058	10.8479674132808	10.6604650983823
"F9Z36_0613.p01"	11.3603433865851	11.0654771766098	11.2925200779246	11.1445873698192	11.6206003467083	11.1184936820765	11.6563378167784	11.4171257601957	10.7279699247933	11.4818733897588	10.8552310957495	11.36474671983	11.3932096263845	10.6624039331997	11.8000628929123	11.3165888510383
"F9Z36_0615.p01"	5.96628484084907	5.73901260245626	5.41902535241475	4.93126921222961	5.36620649967674	5.22053793389924	5.77919198551589	4.93285611020077	4.82201862843026	5.48367266813609	5.26771830843927	5.8228784192624	5.24188538272403	5.49436492205281	5.23148980364874	6.16251366206844
"F9Z36_0616.p01"	6.17999439611372	5.91574637503137	5.96434434529167	5.23250653247706	6.24372575004354	5.37536291889871	6.25408678170743	5.9165021861901	5.37575239761922	5.94840286609608	5.63832480686464	5.84620631076292	5.48295657056889	6.22758739078975	5.73361180324772	6.53264168899529
"F9Z36_0617.p01"	8.59949269272773	8.27912186670878	7.95572656493497	7.21371598958051	8.0534531236149	7.42187162194768	8.67036124493995	7.3965456964161	7.22322110764175	7.58233022695917	7.47473982136266	8.21597902128925	7.01955979554114	7.83868700040896	8.00856656816595	7.80408333729352
"F9Z36_0618.p01"	5.31280540597812	5.02602118276158	5.46175031664924	4.80928388012919	5.83502742404923	5.44223933822685	5.60610696357748	5.57660573779219	5.562188124369	5.25255945128119	5.60422561028713	5.50546821802414	4.84174658257061	5.62582860280292	5.02365253767435	6.40153611138865
"F9Z36_0619.p01"	5.97496288809623	5.57091377792836	5.71367487785969	5.52050636480503	6.24372575004354	5.84867624887961	6.11675187636192	5.55079172230078	5.60313280318079	6.27131289506434	5.56881589712969	5.8228784192624	5.37188627008474	5.99655779302338	5.73361180324772	6.90194978784228
"F9Z36_0620.p01"	5.63048073705271	5.57091377792836	5.6484303542621	5.17093054567464	5.36620649967674	5.61589475069037	5.85566199479042	5.49678438421392	5.04620263806664	5.60803816884813	5.21284766014015	5.45457356966443	5.1662970629942	5.66576718134478	5.63249620885389	6.11341647013307
"F9Z36_0621.p01"	7.64471279568209	7.72679439562815	7.29264206801748	6.9492511892465	7.44463803848399	7.17286295216314	7.72300720023723	7.27224697375967	6.51546970550997	7.09704018087458	6.90501683243846	7.72367587520457	6.69680732900737	7.8033070516316	7.13152947884656	7.63324669850298
"F9Z36_0622.p01"	4.96807188180223	4.97234136555558	5.09160661837628	4.51302373918456	4.51302373918456	4.86942950472489	5.22185416887688	5.10469829280248	4.51302373918456	5.41400255877085	4.51302373918456	4.97146829740511	4.84174658257061	5.14074987809881	5.23148980364874	5.20548504579198
"F9Z36_0623.p01"	6.08205396834129	5.9318973440801	6.08201869005107	5.66897699643994	6.05769746696467	5.61589475069037	6.52122343816896	6.18818250133126	5.562188124369	6.23952309278211	5.60422561028713	6.10199848435137	5.42932585180192	6.15555517954592	5.63249620885389	6.60190945519472
"F9Z36_0624.p01"	6.97276797655278	6.67843828696143	6.46161231149328	6.17531377432545	6.95019687966932	6.31730607209669	6.89184723628318	6.39686381824079	5.90990184441395	6.47338727846854	6.1746010659132	6.84739396611853	6.11002154728225	6.89769602280526	5.90967020195083	7.01766775748632
"F9Z36_0625.p01"	6.52396778339046	6.02411615938601	6.10415885998878	5.47917905603992	5.36620649967674	5.66707956919379	7.43668879041373	6.72299070668193	5.37575239761922	6.52559918124413	5.36607614530849	6.24806041293305	5.1662970629942	5.14074987809881	5.51910952137116	5.52888056146897
"F9Z36_0626.p01"	8.36659930012258	7.83510603506444	7.38566701388858	6.69250329064309	7.57673238373315	7.30948217482614	7.9644833469718	6.92125747843581	6.07394187739211	7.31193352524178	6.68202266968392	7.92532911557705	6.48971661672751	7.6034972681555	7.19130311877799	7.7614741441781
"F9Z36_0627.p01"	5.61830232873603	5.26924957154213	5.09160661837628	5.28885018979321	5.12064392448288	5.1272578890175	5.65237673233954	5.30962301805834	4.82201862843026	5.25255945128119	5.08626783605338	5.41882420892655	4.84174658257061	5.77657297444441	5.23148980364874	6.34085442961787
"F9Z36_0628.p01"	7.2142832256473	6.69562173787346	5.80410943654266	5.79742875057045	5.55073337494526	6.3446012992774	7.13631448014027	6.05245833651627	5.67997112497057	6.30228931491969	6.15416280509719	6.97733148596614	5.86111241819794	6.82691365494689	6.12954151221663	5.9227661036631
"F9Z36_0629.p01"	12.6913591947167	13.0060136063151	12.9973134668631	13.0702158168283	12.6732543476417	12.7730154458902	12.5352579220292	12.8765987489852	12.6683534920112	12.0362020514456	12.8851647820971	12.8650670217864	13.1971177961954	12.8087188325264	12.6725527208318	12.7298354438634
"F9Z36_0630.p01"	12.9407195958235	12.7555323534524	12.2761738587357	12.172364714522	12.0506078087049	12.384057464058	12.7665649526316	11.9847637932568	12.06501023077	11.8023200807214	12.4387237547314	13.2184739076997	11.9312049172444	12.3168704637596	12.1694488169126	12.2366817010715
"F9Z36_0631.p01"	8.47584613894421	8.12383814795442	7.58359866069101	7.44358243741065	7.78163501668387	7.83450851948009	8.38924408843708	7.25980542208419	7.74560387403796	7.34007128998546	8.18197154188366	8.21786909701397	7.36749279673557	8.33492024459606	7.61614491209771	8.25559713581432
"F9Z36_0632.p01"	8.83542816601258	8.77203612893986	7.6528478589015	7.90468566692839	8.28153123147764	7.90429322464274	8.67921216230601	7.53135157652737	7.70204556410788	7.66197323152267	8.12136349909873	8.80952294959236	7.65405514647207	8.6320815888534	7.92452504139733	8.20902942400788
"F9Z36_0633.p01"	9.92739157256988	10.1179593592836	8.16806672202335	8.07590658031352	8.57496676424752	8.57681020944372	9.76876911559835	8.09557855246928	7.86218427301612	8.2285542707871	8.40932967223573	10.2194717201313	7.95616703726858	9.07925055427444	8.56821847964832	8.46366450395005
"F9Z36_0634.p01"	6.10539883816194	5.81335218991996	5.54118609370599	5.38981076975396	5.36620649967674	5.80623290688847	5.97750501693646	5.30962301805834	5.12753928592249	5.33766016382002	5.49347902882927	5.61381220881759	4.97691334974519	6.07881091180109	5.02365253767435	6.60190945519472
"F9Z36_0635.p01"	7.79207512528244	7.41270772123869	7.01221671528782	6.47720924284418	7.66822364423244	6.90379965921621	7.07576385801635	6.52231108506018	6.58430914520331	6.71551285609934	6.99330647529699	7.32385262043715	6.46911848396078	7.30038077723489	7.13152947884656	7.45674763953747
"F9Z36_0636.p01"	7.32377612230108	6.94392582972743	7.12544698265185	6.29741508189259	7.13551875807155	6.75579972473998	6.81895514810381	6.37264253931755	6.23965047308737	6.41892493552107	6.66845533332752	6.75316538439699	6.29083936949911	6.79751328374541	5.90967020195083	7.14687957723141
"F9Z36_0637.p01"	7.51720145049529	6.48273764993533	6.54072440325764	6.03908898528364	7.54485972295464	6.71606445057872	6.15965439963594	5.95208974932719	6.40466627512875	6.06638111068662	6.81050344768555	7.00007616171937	6.42688471151672	6.57095308857786	6.52396952284981	7.12427841475665
"F9Z36_0638.p01"	5.55486771175171	5.69966848379371	6.05944322914124	5.23250653247706	5.83502742404923	5.56172085763638	5.36125607716107	5.19467064383718	5.32149068852605	5.71758182552741	5.63832480686464	5.48884118866571	5.30980481198241	5.39402879349449	5.73361180324772	6.68357894405353
"F9Z36_0639.p01"	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456	4.51302373918456
"F9Z36_0640.p01"	4.89806204611435	5.02602118276158	5.27468027245931	5.28885018979321	5.12064392448288	5.71566609194497	4.84977569451143	5.05376860473812	5.04620263806664	5.25255945128119	5.41081943703776	4.83787194287043	4.84174658257061	4.95862938043272	4.51302373918456	5.95208014397764
"F9Z36_0641.p01"	6.85928815035579	6.1758654722931	5.5023868675597	5.98981696745676	5.36620649967674	6.37130465723611	7.27396019833241	6.09948717073128	5.81757552285808	6.36198245951971	6.11218423124584	6.43510726904045	5.71094357470194	6.25066255426998	5.02365253767435	7.08966021065154
"F9Z36_0642.p01"	13.0945157650489	12.4143320885014	10.3905097164046	10.9089707179751	10.9342228693249	11.9078157305072	12.8562189127956	10.9291141239952	10.5772400466383	10.5044596790393	11.828114364694	13.218415252168	10.9608191227712	11.4863596183215	11.9572367599803	12.3339847259533
"F9Z36_0643.p01"	12.3510979267411	12.3823659378163	13.7360857816445	13.4820831424285	13.0287305358736	12.9902226425679	11.8206165297789	13.3276007084172	13.5347380921531	12.7067525781412	13.0017016373226	12.096783188927	13.6002515592515	13.4214122404041	12.9250366250527	12.6208239778209
"F9Z36_0644.p01"	6.23645202024104	5.73901260245626	7.14506144513522	6.69250329064309	7.17816483782612	6.8132466344827	6.13122859842138	6.83011012884875	6.5503518012741	6.73741728703935	6.19469150026893	6.30337045757034	6.73115320061877	6.99090814700168	6.61707332804403	7.22317333060544
"F9Z36_0645.p01"	8.62850646746891	7.8425338909316	8.86718850527812	8.23802600983247	9.30520521151545	8.13186863879255	7.96083920080765	8.24593687989391	8.14743976789694	8.19097999316885	8.10700290086019	8.15413392393909	7.79374598804709	8.44402938138135	8.30242925311492	8.28082596119825
"F9Z36_0646.p01"	7.44191809098498	6.42082891972523	6.41165252997815	6.82706413877476	6.61300807862878	6.67508869180746	6.74183214282326	6.8970082406868	6.68113445002071	6.80102852288173	7.0145053798288	7.07893572711582	6.33787489777394	7.07810759119971	6.19436341076766	7.08966021065154
"F9Z36_0647.p01"	7.96605546563794	7.20116072867089	8.13480563589175	7.19434319978799	8.7089570861183	7.83450851948009	7.360507944231	7.4843075105182	7.53800051796182	7.78881975625575	7.65136305848109	7.59778787925421	6.84477767303346	7.63614478208542	7.54997236835204	7.99977418346287
"F9Z36_0648.p01"	8.25453447181873	7.26417614396909	8.51639120739077	7.34220227477663	9.07130339571932	7.6534889227268	7.24993583481404	7.38517608281874	7.53800051796182	7.59398816427428	7.53371812827026	7.70210319982553	6.97794390907292	7.53583045337645	7.81661895211166	7.93749904600552
"F9Z36_0649.p01"	5.94872098704483	5.36358984674168	6.22885105528266	5.10247706000159	6.8470383615778	5.66707956919379	5.60610696357748	5.78167369587895	5.51928227613914	5.94840286609608	5.45318306032847	5.76214383682692	5.42932585180192	6.15555517954592	5.82536698657348	6.23252597967347
"F9Z36_0650.p01"	6.37320447013132	5.65867063123315	6.75251011688045	5.82714148594346	7.04601489480223	6.07327967131365	5.89190158303309	6.14467489989916	5.99493892261717	6.20686901179972	6.0462127428087	5.97637457502651	5.86111241819794	6.42104426761105	6.25582685581494	6.80449804225884
"F9Z36_0651.p01"	6.69277900166854	5.77686217475083	7.14506144513522	5.82714148594346	7.04601489480223	5.71566609194497	6.13122859842138	6.24381658121652	5.7511333229225	6.06638111068662	6.41283228266859	6.62203154878872	6.13760873906982	6.18005571890042	6.89887701240146	6.53264168899529
"F9Z36_0652.p01"	6.06622304631332	5.61582904694564	6.26766878689206	6.01472326053477	6.47802288154819	6.00335834403641	6.02584819254262	6.24381658121652	5.93898723444738	6.06638111068662	5.7637483902702	6.07421618658449	5.75062016068887	6.20405883705272	5.98785511784234	6.71486634924774
"F9Z36_0653.p01"	7.18798624406646	6.45216380584089	7.51075130605156	6.17531377432545	7.66822364423244	6.61110490236579	6.65990943983287	6.56501869264651	6.34535443697221	6.69323667798893	6.84673488611913	6.84739396611853	6.48971661672751	6.75215233441559	6.93466576746392	7.29546014264728
"F9Z36_0654.p01"	6.0898882663379	5.9318973440801	6.3236583220588	5.43572097450948	7.13551875807155	5.84867624887961	5.97750501693646	6.09948717073128	5.67997112497057	5.98912888312456	5.95180257361426	6.07421618658449	5.42932585180192	6.05205095919841	6.0608984203902	6.34085442961787
"F9Z36_0655.p01"	5.08212724969925	4.91122143169018	5.5023868675597	4.93126921222961	5.12064392448288	5.1272578890175	5.42223088681932	5.10469829280248	4.51302373918456	5.03878440492523	5.01027496414033	5.00785733401963	4.51302373918456	5.0577081690571	5.02365253767435	5.483346672061
"F9Z36_0656.p01"	6.43920758098301	6.00926763618043	6.85288134158849	5.93826102462047	6.61300807862878	6.00335834403641	5.81813214400043	6.36035215371157	5.78489528919679	6.10312475828863	5.73386162665426	6.0066312283055	5.92880136638879	6.33880282116562	6.52396952284981	6.29867349391764
"F9Z36_0657.p01"	6.3545784168291	5.75811526712069	6.55597408699945	6.13165883579851	6.15439620504929	6.26081440035551	6.00996480110369	6.28391352680307	5.78489528919679	6.39077955267592	6.23388192685735	6.24806041293305	5.92880136638879	6.68913507127925	6.19436341076766	6.16251366206844
"F9Z36_0658.p01"	5.89426553432765	5.33347136740828	6.10415885998878	5.79742875057045	6.67554460728058	5.76196603657911	5.90957052732553	5.78167369587895	5.60313280318079	5.98912888312456	5.31855238473505	5.55351848495008	4.97691334974519	5.54037572700557	5.51910952137116	5.7627128345343
"F9Z36_0659.p01"	12.6020800003632	12.7162913912199	11.6200378060187	11.4925323321714	11.9745492610837	11.7127192567167	12.3775026013101	11.2468466668132	11.4599307582537	11.2372087276634	11.6312015508206	12.8458307831318	11.5798510257098	11.6676925274743	11.6907794180347	11.4036872055583
"F9Z36_0660.p01"	9.03800158000631	8.25438743212649	9.57255453908675	8.49254835840092	9.95204874931746	8.72788284390276	8.54276976404567	8.52921297884021	8.2907527105971	8.70370938896715	8.96128853240392	8.90145842545471	8.15744362223467	8.67547558393695	8.77332875256281	9.02756294378297
"F9Z36_0661.p01"	7.20119760683178	6.92968923969526	6.10415885998878	6.06294135646057	6.61300807862878	6.37130465723611	6.94591883054913	5.78167369587895	5.81757552285808	5.86207578504196	6.2144475774341	7.09585616274413	5.89549084217495	6.1305324844712	6.12954151221663	6.66765002788125
"F9Z36_0662.p01"	5.80698778466529	5.19844906001093	5.77485535733239	5.63403641683803	5.70322544750018	5.76196603657911	5.85566199479042	5.37708894298245	5.51928227613914	5.90610400645054	5.56881589712969	5.88025572227856	5.58107609588581	5.81094509055938	5.73361180324772	6.035625246317
"F9Z36_0663.p01"	5.55486771175171	5.3020779491244	5.41902535241475	5.10247706000159	4.51302373918456	5.50405644441361	5.39233600384995	5.60170385678784	5.12753928592249	5.48367266813609	5.21284766014015	5.52178011729955	5.37188627008474	5.21349157826109	5.38858368774781	5.20548504579198
"F9Z36_0664.p01"	5.63048073705271	5.33347136740828	5.77485535733239	5.52050636480503	6.40473654756321	5.50405644441361	5.67468894271102	5.52420585581062	5.19880397386626	5.33766016382002	5.41081943703776	5.67042090800668	5.71094357470194	5.33867935551555	5.73361180324772	5.61346131324901
"F9Z36_0665.p01"	10.3180131961176	10.5286610692767	10.3292059808536	10.2052295316707	10.1372859268575	10.2546905262764	10.6210796824816	10.1963878847179	10.058109513238	10.0499121145672	10.1150308602349	10.3195807235885	9.99632997816876	10.4260903946311	10.4128549613671	9.9573896655469
"F9Z36_0666.p01"	8.99508029786262	9.54817698023963	8.2634314463899	8.12198252877861	8.72310036322069	8.16767231691019	10.0615906425077	9.66460537380311	6.64965470497041	9.12489738279243	7.0039474091602	9.13158928936018	7.89195736443853	9.62245845181404	8.51200104362304	8.40068761875785
"F9Z36_0667.p01"	7.06660661554345	6.81000037220098	6.86491142798968	6.70659512047927	6.79230910486974	6.79437315806773	6.80220060384133	6.51140727385945	6.30416692887688	6.17329428988585	6.90501683243846	7.05315439430913	6.54958028903588	6.44078368217671	6.89887701240146	6.99279615011501
"F9Z36_0668.p01"	5.5145342570982	5.67938733470363	5.6484303542621	5.28885018979321	6.15439620504929	5.50405644441361	5.47890599583675	5.60170385678784	5.37575239761922	5.54803434082637	5.56881589712969	5.73679421336085	5.37188627008474	5.70410529889607	5.90967020195083	5.52888056146897
"F9Z36_0669.p01"	5.34742783873601	5.19844906001093	6.03641162107382	5.23250653247706	5.83502742404923	5.44223933822685	5.32885429320697	5.55079172230078	5.32149068852605	5.41400255877085	5.56881589712969	5.40033746437913	5.66959545532286	5.70410529889607	4.51302373918456	6.1863129640288
"F9Z36_0670.p01"	7.8428175018537	7.31367630206066	7.73805680545172	7.1139955798792	8.03078565070409	7.55887414507302	7.48354965294614	7.33874347327087	7.28421783872282	7.36764936114738	7.77215689814762	7.46270653637187	6.86024442931548	7.55305594773949	7.33027964798859	7.72495654824209
"F9Z36_0671.p01"	11.3952910791408	10.9755176103877	12.6540058945758	12.7475225108444	11.9848275567497	12.3202958613268	10.996927515871	12.4666205087211	12.0367681471916	11.700331252764	12.2288842842675	11.6012172305621	12.8250979009886	12.3353770431019	12.0817437242883	12.1957134166699
"F9Z36_0672.p01"	10.2691038757231	10.1232546130789	9.34352313034293	9.50409651725772	9.39613031349401	9.55239249435707	10.266563976386	9.53036373929568	9.5677276735657	9.09279652842865	9.4617208693348	10.343450743647	9.56853228015308	9.69691926856356	9.26936999287408	9.33642762368591
"F9Z36_0673.p01"	13.3408469265812	12.438646623318	12.3435850028236	12.2556817321226	11.9597377724387	13.0419314274609	12.524587955254	12.0535682484718	12.0741854617098	12.0139134254107	12.9941325346528	13.6924749998856	12.2418156478183	11.4098363969877	12.099906502783	13.0220124640823
"F9Z36_0674.p01"	7.64948468794117	6.88605137303318	7.22082866255111	7.02862558596758	7.29869901061138	7.11417200069824	6.3536658203329	6.53312243713068	6.93501900260396	6.49976153570563	7.2724723370811	7.58898038670101	7.45979601549334	7.1138333655423	7.45657655661661	7.12427841475665
"F9Z36_0675.p01"	9.51522128124317	9.15159532101618	8.65984763871937	8.96495938739449	8.99184278888801	9.25086092411746	9.39950254995602	8.90723176027204	8.80812864272019	8.911389724179	9.18636994016907	9.45719925533471	8.85677141524109	9.00707003488792	8.50048772055399	9.25001769314319
"F9Z36_0676.p01"	10.1762468472254	10.6619558423282	10.7883548618927	10.4855955953741	10.7363595278523	10.4991196611482	10.1665408627998	10.3348312144085	10.6611468049243	10.5479616452192	10.5115002406019	10.3787408001581	10.6758770064743	10.3673354504547	10.8748671888944	10.2659612076054
"F9Z36_0677.p01"	8.1463891382117	8.30075383200134	8.67639916603835	8.43708474463235	8.76471224208741	8.82042361012666	8.37839849145164	8.25212773727521	8.37122514221409	8.71431117029207	8.99272426673059	8.37509671535531	8.25682135743512	8.22745163607842	8.87477213238492	8.52398566876804
"F9Z36_0678.p01"	7.29028992422684	7.68185876759337	7.79416829502414	7.58304582217608	7.83509614006802	8.05744060613156	7.44197399229669	7.35633822803547	7.957632433635	7.59398816427428	7.79031803994886	7.51023697580696	6.96378236676861	7.69924950314503	7.43221771106552	7.8180054782482
"F9Z36_0679.p01"	8.76537097440606	8.65333622297558	8.53467480414637	8.52330266235994	8.33788621996549	8.23668873703371	8.94798274251196	8.43726745399726	8.49039387298488	8.32185325470667	8.5641227173061	8.85380588649446	8.333763432633	8.09381138233936	8.28908957008829	7.98137690989827
"F9Z36_0680.p01"	5.73361064978828	5.99421971312048	5.98888775392336	6.47720924284418	5.95201174322698	5.96669363013861	5.94406518135225	6.48931512118609	6.30416692887688	6.49976153570563	5.90138356711832	5.56897203421938	6.31458319105185	6.40098848440905	5.38858368774781	5.82970010903221
"F9Z36_0681.p01"	5.63048073705271	5.47365872498901	5.68160348286168	5.93826102462047	6.05769746696467	5.80623290688847	5.87393623980398	5.73968447953623	5.84925647795144	5.90610400645054	5.49347902882927	5.20947710890926	5.75062016068887	5.9077465535276	5.63249620885389	5.65299857217384
"F9Z36_0682.p01"	9.56597466761344	9.50592107918933	9.13459330434601	9.21570464614969	9.40491470561195	9.25417834828893	9.66924098300222	9.24379617093424	9.01915282463461	9.04325989853622	8.98492957708324	10.1556939141256	8.76475250448093	8.99467946906368	9.01060321343131	8.91001486862781
"F9Z36_0683.p01"	10.8306130139766	10.3962213829779	10.7055544668631	11.3244123006435	11.0309300337507	11.1816247729053	10.3642061724312	10.8642742587431	11.2152019609634	11.0018507173224	11.1529965361665	10.6605522804984	11.1097214744043	10.9268939802647	10.5692727583322	11.3794998749617
"F9Z36_0684.p01"	10.9811402728412	11.2517008651763	10.9733425835622	10.9927729989982	11.1135509291959	10.9822851065374	11.1077040196568	10.8891789934686	11.1796739251103	11.0232646894829	11.3676365519245	10.9904483819104	10.7475741785512	10.7161267484694	10.9589801408044	11.1296673516493
"F9Z36_0685.p01"	7.09886278181935	6.75405053096056	6.49385101211552	6.54248812915374	6.8470383615778	6.2893882494203	7.25598124770964	6.86397790476892	6.60095761099812	6.95714581562965	6.47775425054221	6.56688867977247	6.29083936949911	7.48284359490005	6.37012117252839	7.84544505552434
"F9Z36_0686.p01"	10.1398755561311	9.40760330436223	9.4220264304202	10.0468194307237	9.63881477926601	10.3098730120322	9.89160489069658	10.0774417089559	10.0666251558897	9.89352067845575	10.3812174489228	9.97465263948845	10.0459396443947	10.594358377111	9.49441091640825	11.2697318850652
"F9Z36_0687.p01"	8.69514786417804	8.45332569045854	8.96734640924953	8.46904101659913	9.01499763465845	8.40790369954693	8.64573563283633	8.64171913791352	8.695231112012	9.08873305354758	8.64889608501809	8.52436828541844	8.6190011667909	8.80895588117588	9.06621655881534	9.48215148850657
"F9Z36_0688.p01"	8.70879144714918	8.52391192207708	8.88152408337959	8.93387648912364	8.9443826738987	8.99727393311768	8.81386725138395	9.06971401314249	8.52800855197908	9.31424380094379	8.91280628150417	8.62301202436997	8.67488133558027	8.78395561633306	8.96951904464089	9.16619847574033
"F9Z36_0689.p01"	9.73405708952357	9.96204036472869	10.0221034354277	9.84323888433567	10.0890810491975	10.2279728721333	9.78624181736737	9.75955839036008	10.3976923812828	10.1909832447493	10.5707461785004	9.822959667556	9.83069898142945	9.74388794394824	10.3180159820832	10.4464832062488
"F9Z36_0690.p01"	8.15308114432436	8.39423667492515	9.17003578983533	8.89625336634161	9.22808777587135	8.98133855158415	8.34814157344965	8.8473550725979	8.96847310131185	9.246581703203	9.19089212483723	8.24777450086332	8.78050457730852	9.07042374108758	9.11223040055661	9.53529558559777
"F9Z36_0691.p01"	8.41464341500093	8.74671265817884	10.7692505032351	10.4004700912428	10.2777098776897	9.68113928149077	8.36746996055924	9.97504250899222	10.8570837684199	10.133050912992	10.0204902754977	8.12419309046035	10.370591975208	10.1376913730319	10.1629236791309	10.3394706957282
"F9Z36_0692.p01"	9.29517862586883	9.37116004793004	10.7545600322591	10.2181648807552	10.0392081367822	9.14760443277248	9.42598363175183	10.0405566721391	10.5080799927363	9.76206298975865	9.34691733872856	9.06309227062231	10.3588647217633	9.93571079040586	9.76768639928126	9.64959684601773
"F9Z36_0693.p01"	10.4440319817038	10.873750423417	11.3121876846094	11.2125467632126	11.1531518631012	11.2421082420735	10.6101610919773	11.0958561453705	11.2819093286216	11.0815857627669	11.206382832674	10.7460583446171	11.1563759249198	11.2355550926865	11.2311915728098	11.2970447976431
"F9Z36_0694.p01"	10.6686288243251	10.6536170092368	10.2331834192173	9.68616814025142	10.5511212573232	10.0217647937017	10.7028721035179	9.74325031003818	9.97761178583965	10.1092099713731	10.3041000737318	10.9298301909009	10.014719055908	9.87456389974673	10.6098716432859	10.1603761638395
"F9Z36_0695.p01"	9.76750301111195	9.95696481600603	10.0840407435814	9.68447374377671	10.0107366703736	9.84179947917441	9.96202277807189	9.7692553589521	9.71588686911415	9.97713372516139	9.84242652688781	9.972983927008	9.52951876237397	9.57336651072409	9.98911098521024	9.7062993088832
"F9Z36_0696.p01"	8.8218968089116	8.82510691807441	8.36514451678349	8.93673016351365	8.44433622951288	9.10044983297546	8.99299992358932	8.8080994574452	8.61211430185769	8.67685686578837	8.83397763743749	8.65953419719931	8.79608560702078	9.02849973268795	8.61165580780325	9.27023101016956
